# Discriminador fractura/contacto sobre los picos del DI (ventana 14, umbral 1.5).
# Fractura: el dámper cae, la percusión cae, la velocidad aumenta.
# Contacto: el dámper NO cae, la percusión se desestabiliza, la rotación varía fuerte, la velocidad pierde su patrón.
# Sin firma clara el evento queda INDETERMINADO; no se le asigna clase.
# conteo: {'fractura': 468, 'contacto': 1480, 'indeterminado': 2651}
# contraste contra sondajes: 1 de 1 evento(s) con clase definida coinciden con la etiqueta de sondaje; 1 quedaron indeterminados y no cuentan ni a favor ni en contra. 4597 pico(s) del MWD no tienen ninguna discontinuidad de sondaje a menos de 3 m: el contraste mide solo la vecindad de los sondajes, no el caserón entero.
# generado: 2026-08-26 04:24
pozo,caseron,largo_m,este,norte,cota,di,clase,delta_pd_rel,delta_pp_rel,delta_vel_rel,cv_pp_rel,cv_pr_rel,cv_vel_rel,evidencia,motivo
PCC_0042_PR01_TH_P27_H2,PCC_0042,31.37,377025.231657,6958915.552005,308.342,3.276,contacto,-0.008,-0.1227,-0.0773,35.1396,1.3707,2.0619,el dámper no cae (Δ -1%) · la percusión se desestabiliza (CV ×35.1) · la velocidad pierde su patrón (CV ×2.1),
PCC_0042_PR01_TH_P27_H3,PCC_0042,3.466,377541.634937,6958022.839921,328.241,1.835,indeterminado,-0.1158,-0.05,-0.1407,1.3837,1.6897,1.8183,el dámper cae 12% · la rotación varía fuerte (CV ×1.7) · la velocidad pierde su patrón (CV ×1.8),Sin firma clara: el dámper se mueve demasiado para ser contacto; la firma de fractura solo reúne una condición.
PCC_0042_PR01_TH_P27_H3,PCC_0042,4.298,377541.634937,6958022.839921,327.409,1.827,indeterminado,0.134,0.0542,-0.0903,1.2929,0.7993,1.2873,,Sin firma clara: el dámper no cae lo suficiente para ser fractura; el dámper se mueve demasiado para ser contacto.
PCC_0042_PR01_TH_P27_H3,PCC_0042,6.013,377541.634937,6958022.839921,325.694,1.83,contacto,0.0431,-0.0183,-0.1187,2.0935,1.3724,1.5375,el dámper no cae (Δ +4%) · la percusión se desestabiliza (CV ×2.1) · la velocidad pierde su patrón (CV ×1.5),
PCC_0042_PR01_TH_P27_H3,PCC_0042,9.459,377541.634937,6958022.839921,322.248,1.78,contacto,-0.0658,-0.0738,-0.0159,2.4337,1.6264,1.9066,el dámper no cae (Δ -7%) · la percusión se desestabiliza (CV ×2.4) · la rotación varía fuerte (CV ×1.6) · la velocidad pierde su patrón (CV ×1.9),
PCC_0042_PR01_TH_P27_H3,PCC_0042,13.242,377541.634937,6958022.839921,318.465,1.851,contacto,-0.0033,-0.0338,-0.0679,2.479,1.758,1.6801,el dámper no cae (Δ -0%) · la percusión se desestabiliza (CV ×2.5) · la rotación varía fuerte (CV ×1.8) · la velocidad pierde su patrón (CV ×1.7),
PCC_0042_PR01_TH_P27_H3,PCC_0042,14.152,377541.634937,6958022.839921,317.555,1.96,indeterminado,-0.0116,-0.0502,0.1329,1.3536,1.2897,1.1944,la velocidad aumenta 13% · el dámper no cae (Δ -1%),Sin firma clara: el dámper no cae lo suficiente para ser fractura; la firma de contacto solo reúne 1 de 4 condiciones.
PCC_0042_PR01_TH_P27_H3,PCC_0042,14.999,377541.634937,6958022.839921,316.70799999999997,1.921,indeterminado,-0.0032,-0.0088,-0.1174,1.248,0.9104,1.2674,el dámper no cae (Δ -0%),Sin firma clara: el dámper no cae lo suficiente para ser fractura; la firma de contacto solo reúne 1 de 4 condiciones.
PCC_0042_PR01_TH_P27_H3,PCC_0042,16.581,377541.634937,6958022.839921,315.126,2.085,contacto,-0.0344,-0.061,0.0086,2.3621,1.0515,1.6648,el dámper no cae (Δ -3%) · la percusión se desestabiliza (CV ×2.4) · la velocidad pierde su patrón (CV ×1.7),
PCC_0042_PR01_TH_P27_H3,PCC_0042,17.469,377541.634937,6958022.839921,314.238,2.293,indeterminado,-0.0534,-0.0157,-0.1221,1.3527,1.1295,1.1915,el dámper no cae (Δ -5%),Sin firma clara: el dámper no cae lo suficiente para ser fractura; la firma de contacto solo reúne 1 de 4 condiciones.
PCC_0042_PR01_TH_P27_H3,PCC_0042,25.297,377541.634937,6958022.839921,306.40999999999997,2.301,contacto,0.0725,-0.0377,-0.1519,2.1983,1.3386,1.7077,el dámper no cae (Δ +7%) · la percusión se desestabiliza (CV ×2.2) · la velocidad pierde su patrón (CV ×1.7),
PCC_0042_PR01_TH_P27_H3,PCC_0042,28.195,377541.634937,6958022.839921,303.512,6.509,fractura,-0.2157,-0.3851,-0.4813,8.3089,4.6936,4.4798,el dámper cae 22% · la percusión cae 39%,
PCC_0042_PR01_TH_P27_H3,PCC_0042,29.321,377541.634937,6958022.839921,302.38599999999997,1.514,indeterminado,0.0033,0.0521,0.0392,0.5265,0.7118,0.6367,el dámper no cae (Δ +0%),Sin firma clara: el dámper no cae lo suficiente para ser fractura; la firma de contacto solo reúne 1 de 4 condiciones.
PCC_0042_PR01_TH_P27_H4,PCC_0042,0.084,377023.4262192057,6958918.164637592,276.870676450658,3.243,indeterminado,,,,,,,,Evento no evaluable: no hay puntos suficientes en el evento o en su tramo de referencia (típico cerca del collar).
PCC_0042_PR01_TH_P27_H4,PCC_0042,4.335,377023.0618075788,6958918.237086372,281.10530254288665,1.678,fractura,-0.1535,0.4331,0.696,6.8791,0.7732,1.4772,el dámper cae 15% · la velocidad aumenta 70%,
PCC_0042_PR01_TH_P27_H4,PCC_0042,5.052,377023.00034365576,6958918.249306033,281.81954081814615,1.556,indeterminado,0.0388,0.1732,-0.0337,0.7685,0.9494,0.7423,el dámper no cae (Δ +4%),Sin firma clara: el dámper no cae lo suficiente para ser fractura; la firma de contacto solo reúne 1 de 4 condiciones.
PCC_0042_PR01_TH_P27_H4,PCC_0042,6.069,377022.91316261026,6958918.266638522,282.8326235600413,2.259,indeterminado,-0.0088,-0.0189,-0.0748,1.3148,1.1734,1.209,el dámper no cae (Δ -1%),Sin firma clara: el dámper no cae lo suficiente para ser fractura; la firma de contacto solo reúne 1 de 4 condiciones.
PCC_0042_PR01_TH_P27_H4,PCC_0042,7.648,377022.77780482173,6958918.293549043,284.4055416027675,1.913,indeterminado,-0.0002,-0.0318,-0.1125,2.3167,1.2849,1.3331,el dámper no cae (Δ -0%) · la percusión se desestabiliza (CV ×2.3),Sin firma clara: el dámper no cae lo suficiente para ser fractura; la firma de contacto solo reúne 2 de 4 condiciones.
PCC_0042_PR01_TH_P27_H4,PCC_0042,9.554,377022.61441536964,6958918.326032547,286.30420011412673,2.472,indeterminado,-0.0109,-0.0266,-0.0536,2.0112,1.2965,1.2868,el dámper no cae (Δ -1%) · la percusión se desestabiliza (CV ×2.0),Sin firma clara: el dámper no cae lo suficiente para ser fractura; la firma de contacto solo reúne 2 de 4 condiciones.
PCC_0042_PR01_TH_P27_H4,PCC_0042,11.34,377022.46131276654,6958918.356470919,288.0833208388316,2.728,contacto,0.0087,-0.0381,-0.1834,2.8182,1.4906,1.9446,el dámper no cae (Δ +1%) · la percusión se desestabiliza (CV ×2.8) · la velocidad pierde su patrón (CV ×1.9),
PCC_0042_PR01_TH_P27_H4,PCC_0042,12.082,377022.39770575,6958918.369116649,288.82246281964404,1.763,indeterminado,-0.0371,-0.0002,-0.0278,1.1382,0.6488,1.0013,el dámper no cae (Δ -4%),Sin firma clara: el dámper no cae lo suficiente para ser fractura; la firma de contacto solo reúne 1 de 4 condiciones.
PCC_0042_PR01_TH_P27_H4,PCC_0042,13.066,377022.313353588,6958918.385886727,289.80267267020935,2.497,indeterminado,-0.0052,-0.0156,-0.0675,1.2866,1.3008,1.2461,el dámper no cae (Δ -1%),Sin firma clara: el dámper no cae lo suficiente para ser fractura; la firma de contacto solo reúne 1 de 4 condiciones.
PCC_0042_PR01_TH_P27_H4,PCC_0042,14.847,377022.1606796036,6958918.416239886,291.5768126538036,2.009,contacto,0.0201,-0.0271,-0.0332,2.0278,1.0028,1.624,el dámper no cae (Δ +2%) · la percusión se desestabiliza (CV ×2.0) · la velocidad pierde su patrón (CV ×1.6),
PCC_0042_PR01_TH_P27_H4,PCC_0042,15.585,377022.09741548204,6958918.428817444,292.3119700417276,1.646,indeterminado,-0.0462,-0.0396,-0.022,2.1979,0.994,1.2459,el dámper no cae (Δ -5%) · la percusión se desestabiliza (CV ×2.2),Sin firma clara: el dámper no cae lo suficiente para ser fractura; la firma de contacto solo reúne 2 de 4 condiciones.
PCC_0042_PR01_TH_P27_H4,PCC_0042,16.574,377022.01263470127,6958918.445672736,293.29716063340345,2.836,indeterminado,0.0121,-0.0198,-0.01,1.2528,0.9902,1.3428,el dámper no cae (Δ +1%),Sin firma clara: el dámper no cae lo suficiente para ser fractura; la firma de contacto solo reúne 1 de 4 condiciones.
PCC_0042_PR01_TH_P27_H4,PCC_0042,18.369,377021.8587605845,6958918.476264493,295.0852466921074,2.103,contacto,-0.0201,0.0009,-0.2023,1.6355,2.0069,1.4775,el dámper no cae (Δ -2%) · la percusión se desestabiliza (CV ×1.6) · la rotación varía fuerte (CV ×2.0),
PCC_0042_PR01_TH_P27_H4,PCC_0042,19.258,377021.78255217796,6958918.491415508,295.97082246157134,2.188,indeterminado,-0.0444,-0.0185,-0.142,1.1925,0.5816,1.3833,el dámper no cae (Δ -4%),Sin firma clara: el dámper no cae lo suficiente para ser fractura; la firma de contacto solo reúne 1 de 4 condiciones.
PCC_0042_PR01_TH_P27_H4,PCC_0042,23.555,377021.4141972589,6958918.564648256,300.2512713720175,1.812,contacto,0.0001,-0.0387,0.0122,2.6964,0.9693,1.5794,el dámper no cae (Δ +0%) · la percusión se desestabiliza (CV ×2.7) · la velocidad pierde su patrón (CV ×1.6),
PCC_0042_PR01_TH_P27_H4,PCC_0042,24.397,377021.3420178682,6958918.578998261,301.0900281750419,2.076,indeterminado,-0.0573,-0.0355,0.0124,1.3699,1.0427,1.2791,el dámper no cae (Δ -6%),Sin firma clara: el dámper no cae lo suficiente para ser fractura; la firma de contacto solo reúne 1 de 4 condiciones.
PCC_0042_PR01_TH_P27_H4,PCC_0042,28.039,377021.02981200005,6958918.641068,304.71799999999996,7.387,fractura,-0.111,-0.1302,-0.111,6.3048,3.9472,2.138,el dámper cae 11% · la percusión cae 13%,
PCC_0042_PR01_TH_P27_H5,PCC_0042,2.353,377022.82489865454,6958918.569512298,279.04377572985334,2.075,indeterminado,-0.1902,0.0166,-0.0024,1.4224,1.5173,1.252,el dámper cae 19% · la rotación varía fuerte (CV ×1.5),Sin firma clara: el dámper se mueve demasiado para ser contacto; la firma de fractura solo reúne una condición.
PCC_0042_PR01_TH_P27_H5,PCC_0042,8.647,377021.9525407708,6958918.963705273,285.2649539889681,2.313,contacto,-0.022,-0.0372,-0.0502,2.5506,2.2096,1.2972,el dámper no cae (Δ -2%) · la percusión se desestabiliza (CV ×2.6) · la rotación varía fuerte (CV ×2.2),
PCC_0042_PR01_TH_P27_H5,PCC_0042,9.411,377021.8466492196,6958919.011554563,286.020114489439,1.875,indeterminado,0.0015,-0.0465,0.0538,1.2975,1.3437,1.3877,el dámper no cae (Δ +0%),Sin firma clara: el dámper no cae lo suficiente para ser fractura; la firma de contacto solo reúne 1 de 4 condiciones.
PCC_0042_PR01_TH_P27_H5,PCC_0042,10.402,377021.7092951264,6958919.073620855,286.9996485941073,1.725,indeterminado,0.0217,-0.014,0.0014,0.6931,0.8367,0.9548,el dámper no cae (Δ +2%),Sin firma clara: el dámper no cae lo suficiente para ser fractura; la firma de contacto solo reúne 1 de 4 condiciones.
PCC_0042_PR01_TH_P27_H5,PCC_0042,11.197,377021.59910692845,6958919.123411674,287.7854504237858,1.967,indeterminado,-0.0093,0.0018,-0.1495,2.2018,1.0906,1.4757,el dámper no cae (Δ -1%) · la percusión se desestabiliza (CV ×2.2),Sin firma clara: el dámper no cae lo suficiente para ser fractura; la firma de contacto solo reúne 2 de 4 condiciones.
PCC_0042_PR01_TH_P27_H5,PCC_0042,12.934,377021.35835611116,6958919.232199916,289.50235328938516,1.98,contacto,-0.005,-0.0309,-0.0056,2.4286,1.378,1.5954,el dámper no cae (Δ -0%) · la percusión se desestabiliza (CV ×2.4) · la velocidad pierde su patrón (CV ×1.6),
PCC_0042_PR01_TH_P27_H5,PCC_0042,13.935,377021.21961600287,6958919.294892507,290.4917716937979,2.234,indeterminado,-0.0084,-0.0205,-0.0404,1.2883,1.2888,1.2597,el dámper no cae (Δ -1%),Sin firma clara: el dámper no cae lo suficiente para ser fractura; la firma de contacto solo reúne 1 de 4 condiciones.
PCC_0042_PR01_TH_P27_H5,PCC_0042,18.432,377020.5963250268,6958919.576539441,294.93674128884703,2.503,contacto,-0.0563,-0.053,-0.078,2.7301,2.0203,1.6282,el dámper no cae (Δ -6%) · la percusión se desestabiliza (CV ×2.7) · la rotación varía fuerte (CV ×2.0) · la velocidad pierde su patrón (CV ×1.6),
PCC_0042_PR01_TH_P27_H5,PCC_0042,19.706,377020.41974670714,6958919.656330012,296.19600107628145,2.436,indeterminado,0.1104,0.0668,-0.0982,0.1582,0.5181,0.5974,,Sin firma clara: el dámper no cae lo suficiente para ser fractura; el dámper se mueve demasiado para ser contacto.
PCC_0042_PR01_TH_P27_H5,PCC_0042,21.407,377020.1839855441,6958919.7628635755,297.877320462801,2.223,indeterminado,0.0344,-0.0058,0.1144,0.428,1.0077,0.4396,la velocidad aumenta 11% · el dámper no cae (Δ +3%),Sin firma clara: el dámper no cae lo suficiente para ser fractura; la firma de contacto solo reúne 1 de 4 condiciones.
PCC_0042_PR01_TH_P27_H5,PCC_0042,22.709,377020.00352638226,6958919.844407785,299.1642562895197,4.333,contacto,-0.0544,-0.2152,-0.3202,4.1838,1.2386,2.9594,el dámper no cae (Δ -5%) · la percusión se desestabiliza (CV ×4.2) · la velocidad pierde su patrón (CV ×3.0),
PCC_0042_PR01_TH_P27_H5,PCC_0042,26.221,377019.51675789035,6958920.064364208,302.63562235974706,2.32,indeterminado,-0.1068,-0.029,-0.3215,6.0038,1.2852,0.9353,el dámper cae 11% · la percusión se desestabiliza (CV ×6.0),Sin firma clara: el dámper se mueve demasiado para ser contacto; la firma de fractura solo reúne una condición.
PCC_0042_PR01_TH_P27_H5,PCC_0042,27.974,377019.27378944895,6958920.174154529,304.36834010493743,2.826,fractura,-0.1529,-0.2534,-0.2609,84.0379,1.7725,2.974,el dámper cae 15% · la percusión cae 25%,
PCC_0042_PR01_TH_P27_H5,PCC_0042,28.839,377019.1538991456,6958920.228329445,305.2233320328266,4.439,indeterminado,0.1381,0.1294,-0.0846,0.0566,1.6054,0.4022,la rotación varía fuerte (CV ×1.6),Sin firma clara: el dámper no cae lo suficiente para ser fractura; el dámper se mueve demasiado para ser contacto.
PCC_0042_PR01_TH_P27_H7,PCC_0042,0.247,377022.43641014124,6958918.987400009,276.55099095127605,7.68,indeterminado,,,,,,,,Evento no evaluable: no hay puntos suficientes en el evento o en su tramo de referencia (típico cerca del collar).
PCC_0042_PR01_TH_P27_H7,PCC_0042,3.051,377021.6646306104,6958919.446995018,279.20730928074244,1.541,indeterminado,0.1177,0.0537,-0.0973,0.8181,1.1224,1.5787,la velocidad pierde su patrón (CV ×1.6),Sin firma clara: el dámper no cae lo suficiente para ser fractura; el dámper se mueve demasiado para ser contacto.
PCC_0042_PR01_TH_P27_H7,PCC_0042,4.79,377021.18598417524,6958919.732029156,280.8547192575406,1.879,indeterminado,0.0043,0.0104,-0.1251,0.9109,0.7453,2.0511,el dámper no cae (Δ +0%) · la velocidad pierde su patrón (CV ×2.1),Sin firma clara: el dámper no cae lo suficiente para ser fractura; la firma de contacto solo reúne 2 de 4 condiciones.
PCC_0042_PR01_TH_P27_H7,PCC_0042,6.551,377020.7012824085,6958920.020669245,282.52297053364265,2.032,contacto,-0.0159,-0.0335,0.0091,17.3668,1.2594,3.3879,el dámper no cae (Δ -2%) · la percusión se desestabiliza (CV ×17.4) · la velocidad pierde su patrón (CV ×3.4),
PCC_0042_PR01_TH_P27_H7,PCC_0042,20.758,377016.790914436,6958922.349294884,295.981713225058,1.908,contacto,-0.0377,-0.0472,0.0215,3.7077,1.7814,2.4758,el dámper no cae (Δ -4%) · la percusión se desestabiliza (CV ×3.7) · la rotación varía fuerte (CV ×1.8) · la velocidad pierde su patrón (CV ×2.5),
PCC_0042_PR01_TH_P27_HU10,PCC_0042,0.193,377541.634937,6958022.839921,331.514,8.313,indeterminado,,,,,,,,Evento no evaluable: no hay puntos suficientes en el evento o en su tramo de referencia (típico cerca del collar).
PCC_0042_PR01_TH_P27_HU10,PCC_0042,1.675,377541.634937,6958022.839921,330.032,2.492,indeterminado,-0.0436,0.0312,-0.8469,1.3051,0.2712,0.0699,el dámper no cae (Δ -4%),Sin firma clara: el dámper no cae lo suficiente para ser fractura; la firma de contacto solo reúne 1 de 4 condiciones.
PCC_0042_PR01_TH_P27_HU10,PCC_0042,3.453,377541.634937,6958022.839921,328.254,1.705,indeterminado,0.0012,-0.0051,-0.0558,1.3136,0.9695,1.3175,el dámper no cae (Δ +0%),Sin firma clara: el dámper no cae lo suficiente para ser fractura; la firma de contacto solo reúne 1 de 4 condiciones.
PCC_0042_PR01_TH_P27_HU10,PCC_0042,5.242,377541.634937,6958022.839921,326.465,2.349,indeterminado,-0.0061,-0.0065,0.0203,1.2111,1.0627,1.1769,el dámper no cae (Δ -1%),Sin firma clara: el dámper no cae lo suficiente para ser fractura; la firma de contacto solo reúne 1 de 4 condiciones.
PCC_0042_PR01_TH_P27_HU10,PCC_0042,8.717,377541.634937,6958022.839921,322.99,1.541,indeterminado,-0.0274,-0.0182,0.0832,1.6133,0.9591,1.4637,el dámper no cae (Δ -3%) · la percusión se desestabiliza (CV ×1.6),Sin firma clara: el dámper no cae lo suficiente para ser fractura; la firma de contacto solo reúne 2 de 4 condiciones.
PCC_0042_PR01_TH_P27_HU10,PCC_0042,10.656,377541.634937,6958022.839921,321.051,1.691,indeterminado,-0.0061,-0.0396,-0.1678,4.5118,1.4693,1.3445,el dámper no cae (Δ -1%) · la percusión se desestabiliza (CV ×4.5),Sin firma clara: el dámper no cae lo suficiente para ser fractura; la firma de contacto solo reúne 2 de 4 condiciones.
PCC_0042_PR01_TH_P27_HU10,PCC_0042,12.409,377541.634937,6958022.839921,319.298,1.698,contacto,-0.0097,-0.0351,-0.0237,5.2364,2.0085,1.5359,el dámper no cae (Δ -1%) · la percusión se desestabiliza (CV ×5.2) · la rotación varía fuerte (CV ×2.0) · la velocidad pierde su patrón (CV ×1.5),
PCC_0042_PR01_TH_P27_HU10,PCC_0042,17.535,377541.634937,6958022.839921,314.17199999999997,1.742,contacto,-0.0656,0.0493,0.3233,2.0624,1.6135,1.3825,el dámper no cae (Δ -7%) · la percusión se desestabiliza (CV ×2.1) · la rotación varía fuerte (CV ×1.6),
PCC_0042_PR01_TH_P27_HU10,PCC_0042,19.208,377541.634937,6958022.839921,312.499,2.416,indeterminado,-0.049,0.3078,0.738,0.9935,0.9127,0.554,la velocidad aumenta 74% · el dámper no cae (Δ -5%),Sin firma clara: el dámper no cae lo suficiente para ser fractura; la firma de contacto solo reúne 1 de 4 condiciones.
PCC_0042_PR01_TH_P27_HU10,PCC_0042,20.971,377541.634937,6958022.839921,310.736,2.614,contacto,-0.0538,-0.04,-0.0665,2.6018,1.7571,1.5331,el dámper no cae (Δ -5%) · la percusión se desestabiliza (CV ×2.6) · la rotación varía fuerte (CV ×1.8) · la velocidad pierde su patrón (CV ×1.5),
PCC_0042_PR01_TH_P27_HU10,PCC_0042,22.86,377541.634937,6958022.839921,308.847,2.945,indeterminado,-0.0546,-0.0165,-0.0454,1.2669,1.3722,1.2931,el dámper no cae (Δ -5%),Sin firma clara: el dámper no cae lo suficiente para ser fractura; la firma de contacto solo reúne 1 de 4 condiciones.
PCC_0042_PR01_TH_P27_HU10,PCC_0042,24.489,377541.634937,6958022.839921,307.218,3.734,contacto,-0.0491,-0.0665,-0.1196,3.4131,2.6908,1.6399,el dámper no cae (Δ -5%) · la percusión se desestabiliza (CV ×3.4) · la rotación varía fuerte (CV ×2.7) · la velocidad pierde su patrón (CV ×1.6),
PCC_0042_PR01_TH_P27_HU10,PCC_0042,28.023,377541.634937,6958022.839921,303.68399999999997,2.212,fractura,-0.1572,-0.1746,-0.1905,3.9428,1.0748,2.3845,el dámper cae 16% · la percusión cae 17%,
PCC_0042_PR01_TH_P28_H10,PCC_0042,0.134,377026.1496640457,6958915.209979209,277.00411492734474,8.169,indeterminado,,,,,,,,Evento no evaluable: no hay puntos suficientes en el evento o en su tramo de referencia (típico cerca del collar).
PCC_0042_PR01_TH_P28_H10,PCC_0042,1.631,377025.9870501385,6958915.264934851,278.4912272126816,7.972,indeterminado,0.2933,0.0606,0.0148,3.2345,2.1243,2.8196,la percusión se desestabiliza (CV ×3.2) · la rotación varía fuerte (CV ×2.1) · la velocidad pierde su patrón (CV ×2.8),Sin firma clara: el dámper no cae lo suficiente para ser fractura; el dámper se mueve demasiado para ser contacto.
PCC_0042_PR01_TH_P28_H10,PCC_0042,14.052,377024.63780007727,6958915.720916168,290.83018626155877,2.757,contacto,-0.018,-0.0491,-0.0228,1.7536,1.354,1.6999,el dámper no cae (Δ -2%) · la percusión se desestabiliza (CV ×1.8) · la velocidad pierde su patrón (CV ×1.7),
PCC_0042_PR01_TH_P28_H10,PCC_0042,15.809,377024.4469432737,6958915.785416544,292.5755812417437,2.282,contacto,-0.0262,-0.0154,-0.0106,1.8323,1.507,1.163,el dámper no cae (Δ -3%) · la percusión se desestabiliza (CV ×1.8) · la rotación varía fuerte (CV ×1.5),
PCC_0042_PR01_TH_P28_H10,PCC_0042,22.832,377023.6840591919,6958916.043234496,299.55219418758253,2.278,contacto,-0.0917,-0.0387,-0.0724,19.8626,1.6487,3.0862,el dámper no cae (Δ -9%) · la percusión se desestabiliza (CV ×19.9) · la rotación varía fuerte (CV ×1.6) · la velocidad pierde su patrón (CV ×3.1),
PCC_0042_PR01_TH_P28_H10,PCC_0042,24.778,377023.47267197515,6958916.11467316,301.48534081902244,1.621,contacto,-0.0754,-0.0277,-0.0846,42.2272,1.7472,1.8679,el dámper no cae (Δ -8%) · la percusión se desestabiliza (CV ×42.2) · la rotación varía fuerte (CV ×1.7) · la velocidad pierde su patrón (CV ×1.9),
PCC_0042_PR01_TH_P28_H10,PCC_0042,26.532,377023.28214105114,6958916.179063405,303.2277556142668,2.33,contacto,-0.0541,-0.0434,-0.0927,9.5665,2.4702,2.0424,el dámper no cae (Δ -5%) · la percusión se desestabiliza (CV ×9.6) · la rotación varía fuerte (CV ×2.5) · la velocidad pierde su patrón (CV ×2.0),
PCC_0042_PR01_TH_P28_H10,PCC_0042,28.062,377023.11594246863,6958916.235230494,304.7476499339498,2.74,contacto,-0.0924,-0.023,-0.0019,22.6188,1.7101,2.095,el dámper no cae (Δ -9%) · la percusión se desestabiliza (CV ×22.6) · la rotación varía fuerte (CV ×1.7) · la velocidad pierde su patrón (CV ×2.1),
PCC_0042_PR01_TH_P28_H10,PCC_0042,30.038,377022.90129645617,6958916.307770473,306.71059841479524,2.321,contacto,-0.0552,0.002,-0.0855,3.0085,1.0456,2.2521,el dámper no cae (Δ -6%) · la percusión se desestabiliza (CV ×3.0) · la velocidad pierde su patrón (CV ×2.3),
PCC_0042_PR01_TH_P28_H10,PCC_0042,31.799,377022.71000514645,6958916.372417692,308.4599669749009,1.825,contacto,-0.0829,-0.0298,-0.0044,7.1011,1.2714,2.0529,el dámper no cae (Δ -8%) · la percusión se desestabiliza (CV ×7.1) · la velocidad pierde su patrón (CV ×2.1),
PCC_0042_PR01_TH_P28_H11,PCC_0042,0.251,377025.7428809309,6958915.514127112,277.55265870889156,6.234,indeterminado,,,,,,,,Evento no evaluable: no hay puntos suficientes en el evento o en su tramo de referencia (típico cerca del collar).
PCC_0042_PR01_TH_P28_H11,PCC_0042,1.966,377025.4545076498,6958915.64687981,279.23799610231424,1.811,indeterminado,-0.1022,-0.0742,-0.0925,1.6659,1.2999,2.3318,el dámper cae 10% · la percusión se desestabiliza (CV ×1.7) · la velocidad pierde su patrón (CV ×2.3),Sin firma clara: el dámper se mueve demasiado para ser contacto; la firma de fractura solo reúne una condición.
PCC_0042_PR01_TH_P28_H11,PCC_0042,10.979,377023.93899255816,6958916.344547487,288.09510742996343,1.889,fractura,-0.1286,-0.1207,0.0736,45.9515,2.6723,4.1779,el dámper cae 13% · la percusión cae 12%,
PCC_0042_PR01_TH_P28_H11,PCC_0042,12.756,377023.6401941206,6958916.482099408,289.8413724725944,3.689,indeterminado,-0.1256,-0.0169,-0.0212,2.7738,1.4932,2.4462,el dámper cae 13% · la percusión se desestabiliza (CV ×2.8) · la velocidad pierde su patrón (CV ×2.4),Sin firma clara: el dámper se mueve demasiado para ser contacto; la firma de fractura solo reúne una condición.
PCC_0042_PR01_TH_P28_H11,PCC_0042,25.06,377021.5713049951,6958917.434512933,301.93256272838,2.211,contacto,-0.0852,-0.0515,-0.0975,12.5395,1.567,2.2781,el dámper no cae (Δ -9%) · la percusión se desestabiliza (CV ×12.5) · la rotación varía fuerte (CV ×1.6) · la velocidad pierde su patrón (CV ×2.3),
PCC_0042_PR01_TH_P28_H11,PCC_0042,26.913,377021.25972733344,6958917.577947772,303.7535132764921,1.714,indeterminado,-0.0701,-0.0391,0.1183,1.4199,0.9947,1.1711,la velocidad aumenta 12% · el dámper no cae (Δ -7%),Sin firma clara: el dámper no cae lo suficiente para ser fractura; la firma de contacto solo reúne 1 de 4 condiciones.
PCC_0042_PR01_TH_P28_H11,PCC_0042,28.651,377020.9674866556,6958917.712480827,305.46145286236293,1.604,indeterminado,-0.0765,-0.0066,-0.0094,1.1445,1.3379,1.1096,el dámper no cae (Δ -8%),Sin firma clara: el dámper no cae lo suficiente para ser fractura; la firma de contacto solo reúne 1 de 4 condiciones.
PCC_0042_PR01_TH_P28_H11,PCC_0042,29.489,377020.8265788949,6958917.777347743,306.2849588306942,2.22,contacto,0.0041,-0.023,-0.0605,1.5042,1.2477,1.719,el dámper no cae (Δ +0%) · la percusión se desestabiliza (CV ×1.5) · la velocidad pierde su patrón (CV ×1.7),
PCC_0042_PR01_TH_P28_H11,PCC_0042,30.306,377020.68920223566,6958917.840589115,307.0878280146163,2.518,indeterminado,-0.0307,-0.0155,-0.025,1.0859,1.1223,0.9173,el dámper no cae (Δ -3%),Sin firma clara: el dámper no cae lo suficiente para ser fractura; la firma de contacto solo reúne 1 de 4 condiciones.
PCC_0042_PR01_TH_P28_H11,PCC_0042,31.137,377020.5494715088,6958917.904914184,307.9044550548112,5.284,contacto,0.0048,-0.046,-0.0385,1.8497,1.1106,1.7815,el dámper no cae (Δ +0%) · la percusión se desestabiliza (CV ×1.8) · la velocidad pierde su patrón (CV ×1.8),
PCC_0042_PR01_TH_P28_H11,PCC_0042,31.955,377020.4119267019,6958917.968232963,308.7083069427527,1.678,indeterminado,-0.0478,0.0174,-0.059,0.8435,1.113,0.8586,el dámper no cae (Δ -5%),Sin firma clara: el dámper no cae lo suficiente para ser fractura; la firma de contacto solo reúne 1 de 4 condiciones.
PCC_0042_PR01_TH_P28_H12,PCC_0042,0.871,377025.25873932993,6958915.881954992,278.0116922593766,6.49,indeterminado,0.1614,0.0916,-0.0821,0.775,0.9459,0.6833,,Sin firma clara: el dámper no cae lo suficiente para ser fractura; el dámper se mueve demasiado para ser contacto.
PCC_0042_PR01_TH_P28_H12,PCC_0042,17.681,377021.4963743422,6958918.011536735,294.2560629598612,1.523,contacto,-0.0642,-0.028,-0.072,9.1251,1.4357,2.6275,el dámper no cae (Δ -6%) · la percusión se desestabiliza (CV ×9.1) · la velocidad pierde su patrón (CV ×2.6),
