# Discriminador fractura/contacto sobre los picos del DI (ventana 14, umbral 1.5).
# Fractura: el dámper cae, la percusión cae, la velocidad aumenta.
# Contacto: el dámper NO cae, la percusión se desestabiliza, la rotación varía fuerte, la velocidad pierde su patrón.
# Sin firma clara el evento queda INDETERMINADO; no se le asigna clase.
# conteo: {'fractura': 468, 'contacto': 1480, 'indeterminado': 2651}
# contraste contra sondajes: 1 de 1 evento(s) con clase definida coinciden con la etiqueta de sondaje; 1 quedaron indeterminados y no cuentan ni a favor ni en contra. 4597 pico(s) del MWD no tienen ninguna discontinuidad de sondaje a menos de 3 m: el contraste mide solo la vecindad de los sondajes, no el caserón entero.
# generado: 2026-08-26 04:24
pozo,caseron,largo_m,este,norte,cota,di,clase,delta_pd_rel,delta_pp_rel,delta_vel_rel,cv_pp_rel,cv_pr_rel,cv_vel_rel,evidencia,motivo
PCC_0042_PR01_TH_P20_H21,PCC_0042,19.325,377006.44317984255,6958936.366677442,291.1382736621928,2.172,indeterminado,-0.1,0.0063,-0.1222,1.2758,1.8237,2.2045,el dámper cae 10% · la rotación varía fuerte (CV ×1.8) · la velocidad pierde su patrón (CV ×2.2),Sin firma clara: el dámper se mueve demasiado para ser contacto; la firma de fractura solo reúne una condición.
PCC_0042_PR01_TH_P20_H21,PCC_0042,21.138,377005.73507606593,6958936.8215840915,292.7439653128813,1.729,contacto,-0.0143,-0.0499,0.066,5.4976,1.5829,2.5791,el dámper no cae (Δ -1%) · la percusión se desestabiliza (CV ×5.5) · la rotación varía fuerte (CV ×1.6) · la velocidad pierde su patrón (CV ×2.6),
PCC_0042_PR01_TH_P20_H22,PCC_0042,0.02,377013.8676455316,6958931.538239578,273.61039561674625,4.134,indeterminado,,,,,,,,Evento no evaluable: no hay puntos suficientes en el evento o en su tramo de referencia (típico cerca del collar).
PCC_0042_PR01_TH_P20_H22,PCC_0042,2.02,377012.9080986926,6958932.163297404,275.24995729137396,3.591,contacto,-0.093,-0.1311,0.1421,6.3187,1.2555,3.8156,el dámper no cae (Δ -9%) · la percusión se desestabiliza (CV ×6.3) · la velocidad pierde su patrón (CV ×3.8),
PCC_0042_PR01_TH_P20_H22,PCC_0042,8.316,377009.8874452434,6958934.130979437,280.411297443102,2.567,contacto,-0.0833,-0.0979,0.1672,2.3473,1.7167,0.8937,el dámper no cae (Δ -8%) · la percusión se desestabiliza (CV ×2.3) · la rotación varía fuerte (CV ×1.7),
PCC_0042_PR01_TH_P20_H22,PCC_0042,15.257,377006.5573379387,6958936.30024262,286.1013962348974,1.843,indeterminado,-0.0342,0.0105,-0.0355,0.4555,0.8257,0.7433,el dámper no cae (Δ -3%),Sin firma clara: el dámper no cae lo suficiente para ser fractura; la firma de contacto solo reúne 1 de 4 condiciones.
PCC_0042_PR01_TH_P20_H8,PCC_0042,0.651,377018.0721418863,6958928.476424601,274.1395814035087,2.373,indeterminado,0.2679,0.0026,-0.4126,1.0842,1.2004,0.4597,,Sin firma clara: el dámper no cae lo suficiente para ser fractura; el dámper se mueve demasiado para ser contacto.
PCC_0042_PR01_TH_P20_H8,PCC_0042,2.12,377018.7089023579,6958927.93129382,275.34587953216374,2.254,indeterminado,0.1727,0.0028,-0.0376,1.1402,1.3945,1.3516,,Sin firma clara: el dámper no cae lo suficiente para ser fractura; el dámper se mueve demasiado para ser contacto.
PCC_0042_PR01_TH_P20_H8,PCC_0042,3.613,377019.35606599576,6958927.377256887,276.5718857309941,2.426,indeterminado,-0.0129,0.0403,-0.1815,1.057,1.4257,1.1441,el dámper no cae (Δ -1%),Sin firma clara: el dámper no cae lo suficiente para ser fractura; la firma de contacto solo reúne 1 de 4 condiciones.
PCC_0042_PR01_TH_P20_H8,PCC_0042,5.439,377020.1475735663,6958926.69964708,278.07134140350877,1.506,indeterminado,0.0163,-0.0074,-0.0255,0.6543,1.4309,1.3675,el dámper no cae (Δ +2%),Sin firma clara: el dámper no cae lo suficiente para ser fractura; la firma de contacto solo reúne 1 de 4 condiciones.
PCC_0042_PR01_TH_P20_H8,PCC_0042,7.195,377020.9087385684,6958926.048013554,279.51331520467835,2.113,indeterminado,-0.0005,-0.0313,0.0199,1.1203,1.7524,1.3042,el dámper no cae (Δ -0%) · la rotación varía fuerte (CV ×1.8),Sin firma clara: el dámper no cae lo suficiente para ser fractura; la firma de contacto solo reúne 2 de 4 condiciones.
PCC_0042_PR01_TH_P20_H8,PCC_0042,8.967,377021.67683901475,6958925.390442592,280.96842771929823,1.585,indeterminado,0.0067,0.0194,-0.093,0.9269,1.0008,1.6725,el dámper no cae (Δ +1%) · la velocidad pierde su patrón (CV ×1.7),Sin firma clara: el dámper no cae lo suficiente para ser fractura; la firma de contacto solo reúne 2 de 4 condiciones.
PCC_0042_PR01_TH_P20_H8,PCC_0042,10.766,377022.4566430231,6958924.722852208,282.44571181286545,3.119,contacto,-0.0381,-0.0422,-0.0166,10.705,1.8932,6.4722,el dámper no cae (Δ -4%) · la percusión se desestabiliza (CV ×10.7) · la rotación varía fuerte (CV ×1.9) · la velocidad pierde su patrón (CV ×6.5),
PCC_0042_PR01_TH_P20_H8,PCC_0042,16.114,377024.7748152505,6958922.738264452,286.8373267836257,2.002,indeterminado,0.007,-0.0318,-0.0022,1.2893,1.4161,1.5439,el dámper no cae (Δ +1%) · la velocidad pierde su patrón (CV ×1.5),Sin firma clara: el dámper no cae lo suficiente para ser fractura; la firma de contacto solo reúne 2 de 4 condiciones.
PCC_0042_PR01_TH_P20_H9,PCC_0042,0.227,377017.66891885,6958928.81333656,273.9092212044259,1.839,indeterminado,,,,,,,,Evento no evaluable: no hay puntos suficientes en el evento o en su tramo de referencia (típico cerca del collar).
PCC_0042_PR01_TH_P20_H9,PCC_0042,0.961,377017.91829082323,6958928.601406375,274.5663329403228,6.692,contacto,-0.0865,-0.1072,-0.0832,2.7762,2.6733,1.5263,el dámper no cae (Δ -9%) · la percusión se desestabiliza (CV ×2.8) · la rotación varía fuerte (CV ×2.7) · la velocidad pierde su patrón (CV ×1.5),
PCC_0042_PR01_TH_P20_H9,PCC_0042,21.042,377024.7406867289,6958922.803354554,292.5437999274442,5.412,fractura,-0.1209,-0.0981,0.2923,1.7294,1.8389,2.5777,el dámper cae 12% · la velocidad aumenta 29%,
PCC_0042_PR01_TH_P21_H10,PCC_0042,0.021,377018.2284413229,6958927.465844381,274.27633521576985,3.863,indeterminado,,,,,,,,Evento no evaluable: no hay puntos suficientes en el evento o en su tramo de referencia (típico cerca del collar).
PCC_0042_PR01_TH_P21_H10,PCC_0042,1.49,377018.6559429149,6958927.083930991,275.62887959509857,2.102,contacto,-0.0708,-0.0801,0.1058,1.695,1.5377,1.1713,el dámper no cae (Δ -7%) · la percusión se desestabiliza (CV ×1.7) · la rotación varía fuerte (CV ×1.5),
PCC_0042_PR01_TH_P21_H10,PCC_0042,9.015,377020.84583364305,6958925.127567298,282.5573319126265,1.749,indeterminado,-0.0202,-0.0041,-0.0838,1.7265,1.3217,1.1358,el dámper no cae (Δ -2%) · la percusión se desestabiliza (CV ×1.7),Sin firma clara: el dámper no cae lo suficiente para ser fractura; la firma de contacto solo reúne 2 de 4 condiciones.
PCC_0042_PR01_TH_P21_H10,PCC_0042,13.88,377022.2616234626,6958923.8627554225,287.0366568993074,2.256,contacto,-0.0538,-0.0185,-0.0841,3.8787,1.3106,1.6015,el dámper no cae (Δ -5%) · la percusión se desestabiliza (CV ×3.9) · la velocidad pierde su patrón (CV ×1.6),
PCC_0042_PR01_TH_P21_H10,PCC_0042,18.484,377023.60145826824,6958922.66579882,291.27567277570586,2.612,indeterminado,-0.0099,-0.006,0.011,1.9991,1.288,0.9765,el dámper no cae (Δ -1%) · la percusión se desestabiliza (CV ×2.0),Sin firma clara: el dámper no cae lo suficiente para ser fractura; la firma de contacto solo reúne 2 de 4 condiciones.
PCC_0042_PR01_TH_P21_H10,PCC_0042,22.662,377024.8173205223,6958921.5795945,295.12245998934463,3.719,fractura,-0.2018,-0.1631,0.1268,3.1998,1.7982,2.6591,el dámper cae 20% · la percusión cae 16% · la velocidad aumenta 13%,
PCC_0042_PR01_TH_P21_H10,PCC_0042,24.81,377025.44242155674,6958921.021153409,297.1001763452317,4.855,indeterminado,-0.0408,0.0418,-0.1702,0.93,1.0535,1.2247,el dámper no cae (Δ -4%),Sin firma clara: el dámper no cae lo suficiente para ser fractura; la firma de contacto solo reúne 1 de 4 condiciones.
PCC_0042_PR01_TH_P21_H10,PCC_0042,26.421,377025.9112473326,6958920.602322591,298.583463612147,2.245,contacto,0.0405,0.0631,0.0557,8.2319,1.9025,1.8084,el dámper no cae (Δ +4%) · la percusión se desestabiliza (CV ×8.2) · la rotación varía fuerte (CV ×1.9) · la velocidad pierde su patrón (CV ×1.8),
PCC_0042_PR01_TH_P21_H11,PCC_0042,0.164,377018.5241477082,6958927.182767075,276.2447122982596,2.611,indeterminado,,,,,,,,Evento no evaluable: no hay puntos suficientes en el evento o en su tramo de referencia (típico cerca del collar).
PCC_0042_PR01_TH_P21_H11,PCC_0042,1.797,377018.9031899917,6958926.837866259,277.79518902422257,1.724,indeterminado,-0.0057,0.0363,0.0057,0.931,1.3914,1.0263,el dámper no cae (Δ -1%),Sin firma clara: el dámper no cae lo suficiente para ser fractura; la firma de contacto solo reúne 1 de 4 condiciones.
PCC_0042_PR01_TH_P21_H11,PCC_0042,11.564,377021.17024815636,6958924.775008778,287.06861595776854,1.793,indeterminado,-0.0112,0.0468,0.14,0.7099,0.8567,0.8489,la velocidad aumenta 14% · el dámper no cae (Δ -1%),Sin firma clara: el dámper no cae lo suficiente para ser fractura; la firma de contacto solo reúne 1 de 4 condiciones.
PCC_0042_PR01_TH_P21_H11,PCC_0042,23.025,377023.8305075631,6958922.354366862,297.9504369965082,4.447,fractura,-0.3511,-0.1584,0.1043,1.7169,0.7631,1.6075,el dámper cae 35% · la percusión cae 16% · la velocidad aumenta 10%,
PCC_0042_PR01_TH_P21_H11,PCC_0042,26.287,377024.58766367374,6958921.665410059,301.047592587501,4.255,indeterminado,-0.0319,-0.001,0.0009,0.7705,1.5439,1.2483,el dámper no cae (Δ -3%) · la rotación varía fuerte (CV ×1.5),Sin firma clara: el dámper no cae lo suficiente para ser fractura; la firma de contacto solo reúne 2 de 4 condiciones.
PCC_0042_PR01_TH_P21_H11,PCC_0042,28.241,377025.0412145751,6958921.252711838,302.90284765335014,2.723,indeterminado,0.139,0.1282,0.1793,6.7367,1.262,1.084,la velocidad aumenta 18% · la percusión se desestabiliza (CV ×6.7),Sin firma clara: el dámper no cae lo suficiente para ser fractura; el dámper se mueve demasiado para ser contacto.
PCC_0042_PR01_TH_P21_H11,PCC_0042,28.913,377025.19719523314,6958921.110780822,303.5408882901212,2.061,indeterminado,0.0674,0.0662,0.1469,1.2626,1.1589,0.7355,la velocidad aumenta 15% · el dámper no cae (Δ +7%),Sin firma clara: el dámper no cae lo suficiente para ser fractura; la firma de contacto solo reúne 1 de 4 condiciones.
PCC_0042_PR01_TH_P21_H11,PCC_0042,29.833,377025.41074018157,6958920.916470503,304.41439630474827,1.714,indeterminado,-0.0435,-0.0296,-0.2712,1.1614,1.1627,1.7939,el dámper no cae (Δ -4%) · la velocidad pierde su patrón (CV ×1.8),Sin firma clara: el dámper no cae lo suficiente para ser fractura; la firma de contacto solo reúne 2 de 4 condiciones.
PCC_0042_PR01_TH_P21_H11,PCC_0042,31.692,377025.8422402459,6958920.523836936,306.1794521734348,2.416,contacto,-0.0352,0.0492,0.0766,10.0235,1.65,2.0077,el dámper no cae (Δ -4%) · la percusión se desestabiliza (CV ×10.0) · la rotación varía fuerte (CV ×1.6) · la velocidad pierde su patrón (CV ×2.0),
PCC_0042_PR01_TH_P21_H11,PCC_0042,33.307,377026.217104476,6958920.182737844,307.7128385251986,4.758,indeterminado,-0.0512,0.0307,-0.104,1.2656,1.0118,1.0741,el dámper no cae (Δ -5%),Sin firma clara: el dámper no cae lo suficiente para ser fractura; la firma de contacto solo reúne 1 de 4 condiciones.
PCC_0042_PR01_TH_P21_H11,PCC_0042,35.257,377026.6697269211,6958919.770884451,309.5642957301146,2.95,contacto,0.0052,-0.0869,-0.2042,0.8521,2.0679,2.3336,el dámper no cae (Δ +1%) · la rotación varía fuerte (CV ×2.1) · la velocidad pierde su patrón (CV ×2.3),
PCC_0042_PR01_TH_P21_H12,PCC_0042,0.021,377017.8449871147,6958927.738264797,274.31643075910233,4.961,indeterminado,,,,,,,,Evento no evaluable: no hay puntos suficientes en el evento o en su tramo de referencia (típico cerca del collar).
PCC_0042_PR01_TH_P21_H12,PCC_0042,1.982,377018.15651668486,6958927.40861102,276.2242745019464,3.584,fractura,-0.1584,-0.2107,-0.1422,1.9251,2.286,2.8995,el dámper cae 16% · la percusión cae 21%,
PCC_0042_PR01_TH_P21_H12,PCC_0042,15.707,377020.336905951,6958925.10137079,289.5772349152736,1.828,fractura,-0.1142,-0.11,0.1229,2.3556,2.1292,1.5339,el dámper cae 11% · la percusión cae 11% · la velocidad aumenta 12%,
PCC_0042_PR01_TH_P21_H12,PCC_0042,20.81,377021.14758182893,6958924.243531308,294.54190937714674,1.801,indeterminado,-0.0618,-0.0725,0.1208,2.3987,1.1063,1.0638,la velocidad aumenta 12% · el dámper no cae (Δ -6%) · la percusión se desestabiliza (CV ×2.4),Sin firma clara: el dámper no cae lo suficiente para ser fractura; la firma de contacto solo reúne 2 de 4 condiciones.
PCC_0042_PR01_TH_P21_H12,PCC_0042,26.102,377021.98828273936,6958923.353919994,299.6904606709411,2.647,indeterminado,0.0087,-0.0164,0.0395,1.3214,1.1275,1.2554,el dámper no cae (Δ +1%),Sin firma clara: el dámper no cae lo suficiente para ser fractura; la firma de contacto solo reúne 1 de 4 condiciones.
PCC_0042_PR01_TH_P21_H12,PCC_0042,30.287,377022.6531227451,6958922.650400842,303.762019092054,4.619,fractura,-0.3155,-0.1245,-0.0023,1.5792,0.9862,1.6343,el dámper cae 32% · la percusión cae 12%,
PCC_0042_PR01_TH_P21_H12,PCC_0042,31.958,377022.91858215956,6958922.369497496,305.3877237806274,3.816,indeterminado,-0.0785,0.0251,-0.142,1.1711,0.7175,1.6034,el dámper no cae (Δ -8%) · la velocidad pierde su patrón (CV ×1.6),Sin firma clara: el dámper no cae lo suficiente para ser fractura; la firma de contacto solo reúne 2 de 4 condiciones.
PCC_0042_PR01_TH_P21_H12,PCC_0042,33.164,377023.1101704623,6958922.166762944,306.5610330890771,6.022,fractura,-0.1786,-0.349,0.0612,7.1431,3.023,4.127,el dámper cae 18% · la percusión cae 35%,
PCC_0042_PR01_TH_P21_H12,PCC_0042,34.936,377023.39167499996,6958921.868881,308.28499999999997,6.169,indeterminado,,,,,,,,Evento no evaluable: no hay puntos suficientes en el evento o en su tramo de referencia (típico cerca del collar).
PCC_0042_PR01_TH_P21_H13,PCC_0042,0.182,377017.6857861018,6958927.842378624,274.6078562772524,5.788,indeterminado,,,,,,,,Evento no evaluable: no hay puntos suficientes en el evento o en su tramo de referencia (típico cerca del collar).
PCC_0042_PR01_TH_P21_H13,PCC_0042,5.647,377018.20127078,6958927.184405343,280.00848570134207,1.513,contacto,0.0405,0.1132,0.0937,5.0592,2.3182,2.1094,el dámper no cae (Δ +4%) · la percusión se desestabiliza (CV ×5.1) · la rotación varía fuerte (CV ×2.3) · la velocidad pierde su patrón (CV ×2.1),
PCC_0042_PR01_TH_P21_H13,PCC_0042,7.173,377018.345210326,6958927.000678495,281.51651141061217,1.767,indeterminado,-0.0095,0.0653,-0.0983,0.6499,1.0728,1.4735,el dámper no cae (Δ -1%),Sin firma clara: el dámper no cae lo suficiente para ser fractura; la firma de contacto solo reúne 1 de 4 condiciones.
PCC_0042_PR01_TH_P21_H13,PCC_0042,8.963,377018.51405160216,6958926.785166661,283.28542754402855,2.476,contacto,-0.0053,-0.1049,-0.0086,1.8485,1.6023,2.2763,el dámper no cae (Δ -1%) · la percusión se desestabiliza (CV ×1.8) · la rotación varía fuerte (CV ×1.6) · la velocidad pierde su patrón (CV ×2.3),
PCC_0042_PR01_TH_P21_H13,PCC_0042,12.449,377018.84286762925,6958926.365460374,286.7303670083244,1.658,contacto,-0.006,-0.0219,-0.0147,2.1297,0.8085,2.434,el dámper no cae (Δ -1%) · la percusión se desestabiliza (CV ×2.1) · la velocidad pierde su patrón (CV ×2.4),
PCC_0042_PR01_TH_P21_H13,PCC_0042,15.965,377019.17451339844,6958925.942142158,290.2049531117277,1.884,contacto,0.0785,-0.1004,0.0665,2.3679,1.541,2.852,el dámper no cae (Δ +8%) · la percusión se desestabiliza (CV ×2.4) · la rotación varía fuerte (CV ×1.5) · la velocidad pierde su patrón (CV ×2.9),
PCC_0042_PR01_TH_P21_H13,PCC_0042,27.698,377020.2812255173,6958924.529516265,301.79975366668555,4.708,fractura,-0.122,-0.1682,0.1898,2.7337,1.5657,1.5445,el dámper cae 12% · la percusión cae 17% · la velocidad aumenta 19%,
PCC_0042_PR01_TH_P21_H13,PCC_0042,28.498,377020.3566853055,6958924.433198127,302.5903307095532,2.131,indeterminado,-0.0172,0.0962,-0.03,0.7541,0.8743,0.9478,el dámper no cae (Δ -2%),Sin firma clara: el dámper no cae lo suficiente para ser fractura; la firma de contacto solo reúne 1 de 4 condiciones.
PCC_0042_PR01_TH_P21_H13,PCC_0042,30.193,377020.5165657317,6958924.229124072,304.26536581912904,2.329,contacto,-0.0307,-0.0537,-0.0074,1.2115,2.0137,1.9334,el dámper no cae (Δ -3%) · la rotación varía fuerte (CV ×2.0) · la velocidad pierde su patrón (CV ×1.9),
PCC_0042_PR01_TH_P21_H13,PCC_0042,33.661,377020.84368391364,6958923.811584943,307.69251729996034,3.103,indeterminado,0.0451,-0.0824,0.0977,0.8306,2.2193,1.2136,el dámper no cae (Δ +5%) · la rotación varía fuerte (CV ×2.2),Sin firma clara: el dámper no cae lo suficiente para ser fractura; la firma de contacto solo reúne 2 de 4 condiciones.
PCC_0042_PR01_TH_P21_H13,PCC_0042,34.555,377020.928010227,6958923.703949424,308.57598714536493,1.984,indeterminado,0.1195,0.0746,-0.0737,1.1043,0.6842,0.8073,,Sin firma clara: el dámper no cae lo suficiente para ser fractura; el dámper se mueve demasiado para ser contacto.
PCC_0042_PR01_TH_P21_H14,PCC_0042,18.942,377026.302146375,6958910.558993092,291.4114540767615,7.164,fractura,-0.3694,-0.3258,0.4846,5.5176,1.7612,3.2453,el dámper cae 37% · la percusión cae 33% · la velocidad aumenta 48%,
PCC_0042_PR01_TH_P21_H14,PCC_0042,21.824,377025.3558369698,6958911.127950906,293.9317136401247,1.858,indeterminado,0.0158,0.0221,0.0063,0.1683,0.7029,0.3366,el dámper no cae (Δ +2%),Sin firma clara: el dámper no cae lo suficiente para ser fractura; la firma de contacto solo reúne 1 de 4 condiciones.
PCC_0042_PR01_TH_P21_H14,PCC_0042,27.1,377023.62345375615,6958912.169526696,298.5454851378015,1.623,indeterminado,-0.1127,0.0468,-0.1716,1.0102,1.0571,1.1009,el dámper cae 11%,Sin firma clara: el dámper se mueve demasiado para ser contacto; la firma de fractura solo reúne una condición.
PCC_0042_PR01_TH_P21_H14,PCC_0042,27.7,377023.4264427766,6958912.287977316,299.07017484564955,2.554,indeterminado,-0.0141,-0.0287,-0.0362,1.1229,1.0157,1.3433,el dámper no cae (Δ -1%),Sin firma clara: el dámper no cae lo suficiente para ser fractura; la firma de contacto solo reúne 1 de 4 condiciones.
PCC_0042_PR01_TH_P21_H14,PCC_0042,28.497,377023.1647465254,6958912.445319224,299.767137674241,2.345,indeterminado,-0.0482,0.0044,-0.0369,0.8938,1.4199,0.9758,el dámper no cae (Δ -5%),Sin firma clara: el dámper no cae lo suficiente para ser fractura; la firma de contacto solo reúne 1 de 4 condiciones.
PCC_0042_PR01_TH_P21_H14,PCC_0042,29.701,377022.76941115974,6958912.683010137,300.8200150213226,1.949,indeterminado,0.0711,-0.013,0.0821,1.7426,0.8242,0.7631,el dámper no cae (Δ +7%) · la percusión se desestabiliza (CV ×1.7),Sin firma clara: el dámper no cae lo suficiente para ser fractura; la firma de contacto solo reúne 2 de 4 condiciones.
PCC_0042_PR01_TH_P21_H14,PCC_0042,30.902,377022.37506084895,6958912.920108795,301.87026891986505,3.269,indeterminado,0.068,-0.0194,-0.0492,0.7826,1.3293,1.0852,el dámper no cae (Δ +7%),Sin firma clara: el dámper no cae lo suficiente para ser fractura; la firma de contacto solo reúne 1 de 4 condiciones.
PCC_0042_PR01_TH_P21_H15,PCC_0042,1.01,377017.2801398367,6958928.100510587,275.50493294460637,2.93,indeterminado,0.0235,-0.0119,0.141,0.9924,1.6756,0.5118,la velocidad aumenta 14% · el dámper no cae (Δ +2%) · la rotación varía fuerte (CV ×1.7),Sin firma clara: el dámper no cae lo suficiente para ser fractura; la firma de contacto solo reúne 2 de 4 condiciones.
PCC_0042_PR01_TH_P21_H15,PCC_0042,5.099,377017.1519955836,6958927.987648465,279.5653218658892,3.195,contacto,-0.0361,0.0003,-0.019,1.8431,1.6285,1.1527,el dámper no cae (Δ -4%) · la percusión se desestabiliza (CV ×1.8) · la rotación varía fuerte (CV ×1.6),
PCC_0042_PR01_TH_P21_H15,PCC_0042,14.281,377016.8642429469,6958927.734212415,288.68307463556846,1.723,indeterminado,-0.0101,-0.0386,-0.0338,1.4292,1.3731,1.1956,el dámper no cae (Δ -1%),Sin firma clara: el dámper no cae lo suficiente para ser fractura; la firma de contacto solo reúne 1 de 4 condiciones.
PCC_0042_PR01_TH_P21_H15,PCC_0042,16.043,377016.80902402446,6958927.6855787495,290.4327457725947,3.612,indeterminado,-0.1587,0.0059,0.0495,0.8957,1.2017,1.1405,el dámper cae 16%,Sin firma clara: el dámper se mueve demasiado para ser contacto; la firma de fractura solo reúne una condición.
PCC_0042_PR01_TH_P21_H15,PCC_0042,17.791,377016.7542438449,6958927.637331503,292.1685148688046,2.893,indeterminado,0.0742,0.0189,0.288,0.8629,2.2939,1.4265,la velocidad aumenta 29% · el dámper no cae (Δ +7%) · la rotación varía fuerte (CV ×2.3),Sin firma clara: el dámper no cae lo suficiente para ser fractura; la firma de contacto solo reúne 2 de 4 condiciones.
PCC_0042_PR01_TH_P21_H15,PCC_0042,25.01,377016.52800922445,6958927.438077001,299.3370029154519,2.171,indeterminado,-0.0738,-0.0041,-0.1606,1.2444,1.2731,1.4694,el dámper no cae (Δ -7%),Sin firma clara: el dámper no cae lo suficiente para ser fractura; la firma de contacto solo reúne 1 de 4 condiciones.
PCC_0042_PR01_TH_P21_H15,PCC_0042,26.49,377016.4816278367,6958927.39722693,300.80664723032066,1.782,indeterminado,-0.1022,-0.0232,-0.0808,1.6213,1.833,1.6539,el dámper cae 10% · la percusión se desestabiliza (CV ×1.6) · la rotación varía fuerte (CV ×1.8) · la velocidad pierde su patrón (CV ×1.7),Sin firma clara: el dámper se mueve demasiado para ser contacto; la firma de fractura solo reúne una condición.
PCC_0042_PR01_TH_P21_H15,PCC_0042,30.14,377016.3672413061,6958927.296481822,304.4311078717201,1.595,indeterminado,-0.0484,-0.0049,0.0651,1.1917,1.85,1.1279,el dámper no cae (Δ -5%) · la rotación varía fuerte (CV ×1.9),Sin firma clara: el dámper no cae lo suficiente para ser fractura; la firma de contacto solo reúne 2 de 4 condiciones.
PCC_0042_PR01_TH_P21_H15,PCC_0042,31.049,377016.33875435917,6958927.27139215,305.33374752186586,2.276,contacto,0.0105,-0.016,0.063,1.9721,1.1563,1.5561,el dámper no cae (Δ +1%) · la percusión se desestabiliza (CV ×2.0) · la velocidad pierde su patrón (CV ×1.6),
PCC_0042_PR01_TH_P21_H15,PCC_0042,32.723,377016.28629324894,6958927.225187407,306.9960344023323,3.032,contacto,-0.0226,-0.0081,-0.1318,2.0727,1.2549,1.5474,el dámper no cae (Δ -2%) · la percusión se desestabiliza (CV ×2.1) · la velocidad pierde su patrón (CV ×1.5),
PCC_0042_PR01_TH_P21_H15,PCC_0042,33.796,377016.25266674283,6958927.195571106,308.0615265306122,3.726,fractura,-0.1368,-0.1528,0.2805,1.6283,1.1859,1.0745,el dámper cae 14% · la percusión cae 15% · la velocidad aumenta 28%,
PCC_0042_PR01_TH_P21_H16,PCC_0042,1.145,377016.98828283726,6958928.300317126,275.85622425831457,1.617,fractura,-0.1004,-0.0984,0.1631,2.3243,0.9956,1.0503,el dámper cae 10% · la velocidad aumenta 16%,
PCC_0042_PR01_TH_P21_H16,PCC_0042,10.595,377016.064905075,6958928.5146392165,285.2585554732252,1.922,indeterminado,-0.0558,0.016,-0.1243,0.6851,1.3374,0.8594,el dámper no cae (Δ -6%),Sin firma clara: el dámper no cae lo suficiente para ser fractura; la firma de contacto solo reúne 1 de 4 condiciones.
PCC_0042_PR01_TH_P21_H16,PCC_0042,12.33,377015.8953748721,6958928.553988298,286.9848035851691,2.476,indeterminado,0.0501,-0.0065,-0.0762,1.4119,1.6556,1.1088,el dámper no cae (Δ +5%) · la rotación varía fuerte (CV ×1.7),Sin firma clara: el dámper no cae lo suficiente para ser fractura; la firma de contacto solo reúne 2 de 4 condiciones.
PCC_0042_PR01_TH_P21_H16,PCC_0042,19.369,377015.2075805791,6958928.713629905,293.9882966456724,2.422,indeterminado,-0.0224,-0.0273,0.0,1.6467,1.4421,1.2632,el dámper no cae (Δ -2%) · la percusión se desestabiliza (CV ×1.6),Sin firma clara: el dámper no cae lo suficiente para ser fractura; la firma de contacto solo reúne 2 de 4 condiciones.
PCC_0042_PR01_TH_P21_H16,PCC_0042,21.128,377015.0357052898,6958928.753523298,295.73842369403513,2.403,contacto,-0.0383,-0.0335,-0.0657,1.7825,1.7057,1.7358,el dámper no cae (Δ -4%) · la percusión se desestabiliza (CV ×1.8) · la rotación varía fuerte (CV ×1.7) · la velocidad pierde su patrón (CV ×1.7),
PCC_0042_PR01_TH_P21_H16,PCC_0042,25.62,377014.59678328893,6958928.855399999,300.2077646270911,2.3,indeterminado,-0.005,-0.0428,0.3259,1.3193,1.0501,1.2189,la velocidad aumenta 33% · el dámper no cae (Δ -0%),Sin firma clara: el dámper no cae lo suficiente para ser fractura; la firma de contacto solo reúne 1 de 4 condiciones.
PCC_0042_PR01_TH_P21_H16,PCC_0042,26.758,377014.48558710975,6958928.881209368,301.3400241956168,2.187,indeterminado,0.0274,0.0159,-0.2121,0.8483,1.2013,0.9453,el dámper no cae (Δ +3%),Sin firma clara: el dámper no cae lo suficiente para ser fractura; la firma de contacto solo reúne 1 de 4 condiciones.
PCC_0042_PR01_TH_P21_H16,PCC_0042,28.023,377014.36198151513,6958928.909899045,302.5986431360255,3.898,indeterminado,-0.0729,0.0129,0.0288,0.9496,1.0886,1.511,el dámper no cae (Δ -7%) · la velocidad pierde su patrón (CV ×1.5),Sin firma clara: el dámper no cae lo suficiente para ser fractura; la firma de contacto solo reúne 2 de 4 condiciones.
PCC_0042_PR01_TH_P21_H16,PCC_0042,30.062,377014.16274688474,6958928.956142721,304.62735777594116,1.559,indeterminado,-0.0393,-0.0834,-0.1749,1.0071,1.5408,1.1449,el dámper no cae (Δ -4%) · la rotación varía fuerte (CV ×1.5),Sin firma clara: el dámper no cae lo suficiente para ser fractura; la firma de contacto solo reúne 2 de 4 condiciones.
PCC_0042_PR01_TH_P21_H16,PCC_0042,30.906,377014.08027801366,6958928.975284291,305.46710037333634,1.686,indeterminado,0.0409,0.0401,0.15,1.1775,1.1435,1.1728,la velocidad aumenta 15% · el dámper no cae (Δ +4%),Sin firma clara: el dámper no cae lo suficiente para ser fractura; la firma de contacto solo reúne 1 de 4 condiciones.
