# RQD de Deere: porcentaje del metraje en tramos continuos de 10 cm o más sin discontinuidad, con la discontinuidad detectada por DI > 1.5.
# Indicador AGREGADO por pozo y por caserón, orientado a tronadura. No reemplaza al DI, que sigue siendo la variable de trabajo punto a punto en el resto del pipeline.
# pozos no evaluables: 3
# generado: 2026-08-26 04:24
nivel,clave,caseron,rqd_mwd,largo_m,n_tramos_validos,n_tramos_descartados
pozo,PCC_0042_PR01_TH_P32_H15,PCC_0042,95.65,22.245,1.0,0.0
pozo,PCC_0042_PR01_TH_P32_H16,PCC_0042,93.93,18.135,5.0,1.0
pozo,PCC_0042_PR01_TH_P32_H2,PCC_0042,94.77,16.378,3.0,1.0
pozo,PCC_0042_PR01_TH_P32_H3,PCC_0042,91.85,21.592,7.0,1.0
pozo,PCC_0042_PR01_TH_P32_H4,PCC_0042,97.93,27.231,2.0,0.0
pozo,PCC_0042_PR01_TH_P32_H5,PCC_0042,91.41,34.335,10.0,3.0
pozo,PCC_0042_PR01_TH_P32_H7,PCC_0042,87.63,34.949,16.0,2.0
pozo,PCC_0042_PR01_TH_P32_H8,PCC_0042,88.5,34.271,15.0,3.0
pozo,PCC_0042_PR01_TH_P32_H9,PCC_0042,91.15,34.474,12.0,0.0
pozo,PCC_0042_PR01_TH_P32_HU18,PCC_0042,96.19,35.118,5.0,0.0
pozo,PCC_0042_PR01_TH_P33_H10,PCC_0042,91.06,33.25,10.0,1.0
pozo,PCC_0042_PR01_TH_P33_H11,PCC_0042,89.83,34.853,9.0,0.0
pozo,PCC_0042_PR01_TH_P33_H12,PCC_0042,91.76,33.78,14.0,1.0
pozo,PCC_0042_PR01_TH_P33_H13,PCC_0042,95.21,34.078,7.0,1.0
pozo,PCC_0042_PR01_TH_P33_H14,PCC_0042,90.86,27.961,9.0,0.0
pozo,PCC_0042_PR01_TH_P33_H15,PCC_0042,85.63,22.697,14.0,1.0
pozo,PCC_0042_PR01_TH_P33_H16,PCC_0042,91.44,18.0,9.0,0.0
pozo,PCC_0042_PR01_TH_P33_H2,PCC_0042,93.14,16.93,5.0,0.0
pozo,PCC_0042_PR01_TH_P33_H3,PCC_0042,87.58,21.823,13.0,2.0
pozo,PCC_0042_PR01_TH_P33_H4,PCC_0042,91.62,27.984,12.0,0.0
pozo,PCC_0042_PR01_TH_P33_H5,PCC_0042,91.89,33.8,10.0,1.0
pozo,PCC_0042_PR01_TH_P33_H6,PCC_0042,90.19,35.157,5.0,1.0
pozo,PCC_0042_PR01_TH_P33_H7,PCC_0042,89.87,33.427,14.0,3.0
pozo,PCC_0042_PR01_TH_P33_H8,PCC_0042,90.31,33.321,12.0,0.0
pozo,PCC_0042_PR01_TH_P33_H9,PCC_0042,89.32,33.346,15.0,0.0
pozo,PCC_0042_PR01_TH_P34_H1,PCC_0042,97.17,34.844,4.0,1.0
pozo,PCC_0042_PR01_TH_P34_H3,PCC_0042,94.96,34.769,6.0,0.0
pozo,PCC_0042_PR01_TH_P34_H4,PCC_0042,90.24,35.117,16.0,1.0
pozo,PCC_0042_PR01_TH_P34_H5,PCC_0042,92.62,35.187,13.0,6.0
pozo,PCC_0042_PR01_TH_P34_H6,PCC_0042,93.36,36.617,9.0,2.0
pozo,PCC_0042_PR01_TH_P34_H7,PCC_0042,94.48,29.191,7.0,1.0
pozo,PCC_0042_PR01_TH_P34_H8,PCC_0042,85.98,22.958,12.0,2.0
pozo,PCC_0042_PR01_TH_P34_H9,PCC_0042,89.28,17.6,8.0,3.0
pozo,PCC_0042_PR01_TH_P34_HU11,PCC_0042,96.89,34.61,3.0,1.0
pozo,PCC_0042_PR01_TH_P35_H1,PCC_0042,89.11,34.598,17.0,1.0
pozo,PCC_0042_PR01_TH_P35_H2,PCC_0042,92.1,34.666,14.0,1.0
pozo,PCC_0042_PR01_TH_P35_H3,PCC_0042,91.07,34.867,12.0,1.0
pozo,PCC_0042_PR01_TH_P35_H4,PCC_0042,92.67,35.171,9.0,3.0
pozo,PCC_0042_PR01_TH_P35_H5,PCC_0042,91.33,35.831,11.0,3.0
pozo,PCC_0042_PR01_TH_P35_H6,PCC_0042,92.38,36.669,8.0,2.0
pozo,PCC_0042_PR01_TH_P35_H7,PCC_0042,94.02,28.126,6.0,1.0
pozo,PCC_0042_PR01_TH_P35_H8,PCC_0042,94.82,22.869,4.0,1.0
pozo,PCC_0042_PR01_TH_P35_H9,PCC_0042,93.18,18.253,4.0,1.0
pozo,PCC_0042_PR01_TH_P35_HU11,PCC_0042,93.34,29.304,7.0,1.0
pozo,PCC_0042_PR01_TH_P36_H1,PCC_0042,87.04,34.542,16.0,6.0
pozo,PCC_0042_PR01_TH_P36_H2,PCC_0042,92.82,34.668,16.0,2.0
pozo,PCC_0042_PR01_TH_P36_H3,PCC_0042,91.7,34.895,14.0,2.0
pozo,PCC_0042_PR01_TH_P36_H4,PCC_0042,90.22,35.134,17.0,1.0
pozo,PCC_0042_PR01_TH_P36_H5,PCC_0042,90.59,15.753,6.0,0.0
pozo,PCC_0042_PR01_TH_P36_H6,PCC_0042,93.69,36.747,9.0,1.0
pozo,PCC_0042_PR01_TH_P36_H7,PCC_0042,92.91,29.42,7.0,1.0
pozo,PCC_0042_PR01_TH_P36_H8,PCC_0042,88.6,22.893,10.0,2.0
pozo,PCC_0042_PR01_TH_P36_H9,PCC_0042,94.4,18.394,4.0,1.0
pozo,PCC_0042_PR02_TH_P276_H1,PCC_0042,91.56,21.069,6.0,0.0
pozo,PCC_0042_PR02_TH_P276_H2,PCC_0042,91.88,31.238,8.0,0.0
pozo,PCC_0042_PR02_TH_P276_HU5,PCC_0042,92.46,33.801,11.0,0.0
pozo,PCC_0042_PR02_TH_P276_HU6,PCC_0042,92.36,17.709,7.0,0.0
pozo,PCC_0042_PR02_TH_P277_H1,PCC_0042,89.14,32.455,18.0,1.0
pozo,PCC_0042_PR02_TH_P277_H2,PCC_0042,90.49,31.855,7.0,2.0
pozo,PCC_0042_PR03_TH_P55_H10,PCC_0042,93.55,35.325,7.0,0.0
pozo,PCC_0042_PR03_TH_P55_H11,PCC_0042,94.96,24.823,5.0,0.0
pozo,PCC_0042_PR03_TH_P55_H14,PCC_0042,94.69,27.288,5.0,1.0
pozo,PCC_0042_PR03_TH_P55_H15,PCC_0042,96.04,20.623,3.0,0.0
pozo,PCC_0042_PR03_TH_P55_H16,PCC_0042,94.46,15.684,2.0,1.0
pozo,PCC_0042_PR03_TH_P55_H2,PCC_0042,93.46,17.812,5.0,0.0
pozo,PCC_0042_PR03_TH_P55_H3,PCC_0042,92.94,23.089,10.0,2.0
pozo,PCC_0042_PR03_TH_P55_H4,PCC_0042,95.84,30.043,5.0,0.0
pozo,PCC_0042_PR03_TH_P55_H5,PCC_0042,90.91,36.385,11.0,2.0
pozo,PCC_0042_PR03_TH_P55_H6,PCC_0042,93.07,35.338,6.0,1.0
pozo,PCC_0042_PR03_TH_P55_H7,PCC_0042,91.34,35.08,11.0,0.0
pozo,PCC_0042_PR03_TH_P55_H8,PCC_0042,93.77,33.292,5.0,4.0
pozo,PCC_0042_PR03_TH_P55_H9,PCC_0042,93.57,33.185,4.0,2.0
pozo,PCC_0042_PR03_TH_P55_HU17,PCC_0042,92.89,34.158,9.0,0.0
pozo,PCC_0042_PR03_TH_P55_HU18,PCC_0042,93.63,35.432,8.0,1.0
pozo,PCC_0042_PR03_TH_P55_HU19,PCC_0042,93.68,36.222,11.0,0.0
pozo,PCC_0042_PR03_TH_P56_H10,PCC_0042,93.56,33.073,8.0,0.0
pozo,PCC_0042_PR03_TH_P56_H11,PCC_0042,93.79,33.49,9.0,0.0
pozo,PCC_0042_PR03_TH_P56_H12,PCC_0042,94.45,35.317,9.0,0.0
pozo,PCC_0042_PR03_TH_P56_H13,PCC_0042,88.26,36.505,18.0,0.0
pozo,PCC_0042_PR03_TH_P56_H14,PCC_0042,89.53,29.065,10.0,1.0
pozo,PCC_0042_PR03_TH_P56_H15,PCC_0042,92.73,23.045,6.0,2.0
pozo,PCC_0042_PR03_TH_P56_H16,PCC_0042,89.95,17.256,4.0,1.0
pozo,PCC_0042_PR03_TH_P56_H5,PCC_0042,91.24,36.569,14.0,2.0
pozo,PCC_0042_PR03_TH_P56_H6,PCC_0042,92.23,35.305,14.0,0.0
pozo,PCC_0042_PR03_TH_P56_H7,PCC_0042,92.66,35.213,11.0,2.0
pozo,PCC_0042_PR03_TH_P56_H8,PCC_0042,94.17,33.549,6.0,0.0
pozo,PCC_0042_PR03_TH_P56_H9,PCC_0042,92.37,33.488,6.0,1.0
pozo,PCC_0042_PR04_TH_P351_H3,PCC_0042,93.97,34.937,9.0,0.0
pozo,PCC_0042_PR04_TH_P351_H4,PCC_0042,93.05,34.499,9.0,0.0
pozo,PCC_0042_PR04_TH_P351_H5,PCC_0042,90.27,34.366,12.0,8.0
pozo,PCC_0042_PR04_TH_P352_H3,PCC_0042,94.17,32.669,9.0,2.0
pozo,PCC_0042_PR04_TH_P352_H4,PCC_0042,94.23,34.965,7.0,2.0
pozo,PCC_0042_PR04_TH_P352_H5,PCC_0042,91.9,34.572,8.0,3.0
pozo,PCC_0042_PR04_TH_P353_H3,PCC_0042,79.37,34.894,6.0,0.0
pozo,PCC_0042_PR04_TH_P353_H4,PCC_0042,92.02,35.127,8.0,2.0
pozo,PCC_0042_PR04_TH_P353_H5,PCC_0042,92.86,34.519,8.0,1.0
pozo,PCC_0042_PR04_TH_P354_H6,PCC_0042,95.79,31.76,6.0,0.0
pozo,PCC_0042_PR04_TH_P354_H7,PCC_0042,93.92,31.794,9.0,0.0
pozo,PCC_0042_PR04_TH_P354_H8,PCC_0042,91.93,31.557,10.0,0.0
pozo,PCC_0042_PR04_TH_P355_H6,PCC_0042,92.38,31.822,13.0,1.0
pozo,PCC_0042_PR04_TH_P355_H7,PCC_0042,93.15,31.731,6.0,2.0
pozo,PCC_0042_PR04_TH_P355_H8,PCC_0042,91.89,31.749,11.0,0.0
pozo,PCC_0042_PR04_TH_P356_H6,PCC_0042,90.68,29.91,9.0,1.0
pozo,PCC_0042_PR04_TH_P356_H7,PCC_0042,92.47,29.929,15.0,1.0
pozo,PCC_0042_PR04_TH_P356_H8,PCC_0042,93.91,29.942,8.0,1.0
pozo,PCC_0042_PR04_TH_P357_H6,PCC_0042,91.02,27.863,11.0,0.0
pozo,PCC_0042_PR04_TH_P357_H7,PCC_0042,92.31,27.516,7.0,4.0
pozo,PCC_0042_PR04_TH_P357_H8,PCC_0042,90.31,27.941,9.0,3.0
pozo,PCC_0042_PR04_TH_P358_H2,PCC_0042,91.56,23.625,8.0,0.0
pozo,PCC_0042_PR04_TH_P358_H3,PCC_0042,93.88,23.943,5.0,1.0
pozo,PCC_0042_PR04_TH_P358_H4,PCC_0042,88.31,23.551,4.0,3.0
pozo,PCC_0042_PR04_TH_P359_H1,PCC_0042,94.14,23.911,3.0,0.0
pozo,PCC_0042_PR04_TH_P359_H2,PCC_0042,92.7,23.925,8.0,1.0
pozo,PCC_0042_PR04_TH_P360_H1,PCC_0042,93.06,19.493,5.0,4.0
pozo,PCC_0042_PR04_TH_P360_H2,PCC_0042,95.06,19.941,5.0,0.0
pozo,PCC_0042_PR01_TH_P43_HU20,PCC_0042,57.72,4.863,2.0,0.0
pozo,PCC_0042_PR01_TH_P47_H14,PCC_0042,94.49,14.672,1.0,0.0
pozo,PCC_0042_PR01_TH_P47_H15,PCC_0042,91.63,15.043,5.0,0.0
pozo,PCC_0042_PR01_TH_P47_H16,PCC_0042,95.21,17.131,5.0,0.0
pozo,PCC_0042_PR01_TH_P47_H18,PCC_0042,95.31,7.038,2.0,0.0
pozo,PCC_0042_PR01_TH_P47_HU17,PCC_0042,94.77,17.186,6.0,0.0
pozo,PCC_0042_PR01_TH_P48_H10,PCC_0042,93.28,18.613,6.0,0.0
pozo,PCC_0042_PR01_TH_P48_H11,PCC_0042,91.44,15.501,5.0,2.0
pozo,PCC_0042_PR01_TH_P48_H12,PCC_0042,93.17,13.286,5.0,1.0
pozo,PCC_0042_PR01_TH_P48_H13,PCC_0042,92.92,13.963,6.0,0.0
pozo,PCC_0042_PR01_TH_P48_H14,PCC_0042,95.17,15.086,3.0,0.0
pozo,PCC_0042_PR01_TH_P48_H15,PCC_0042,95.25,15.885,4.0,0.0
pozo,PCC_0042_PR01_TH_P48_H16,PCC_0042,93.15,17.358,6.0,0.0
pozo,PCC_0042_PR01_TH_P48_H17,PCC_0042,95.61,17.078,5.0,0.0
pozo,PCC_0042_PR01_TH_P48_H18,PCC_0042,95.59,9.515,3.0,0.0
pozo,PCC_0042_PR01_TH_P48_H19,PCC_0042,84.77,3.263,2.0,0.0
pozo,PCC_0042_PR01_TH_P48_H1,PCC_0042,87.58,3.27,2.0,0.0
pozo,PCC_0042_PR01_TH_P48_H2,PCC_0042,87.94,11.911,8.0,0.0
pozo,PCC_0042_PR01_TH_P48_H3,PCC_0042,85.29,20.205,13.0,0.0
pozo,PCC_0042_PR01_TH_P48_H6,PCC_0042,88.97,28.315,9.0,1.0
pozo,PCC_0042_PR01_TH_P48_H7,PCC_0042,90.5,33.725,13.0,1.0
pozo,PCC_0042_PR01_TH_P48_H8,PCC_0042,88.26,31.469,19.0,0.0
pozo,PCC_0042_PR01_TH_P48_H9,PCC_0042,94.28,23.464,7.0,0.0
pozo,PCC_0042_PR01_TH_P48_HU4,PCC_0042,85.91,22.579,13.0,0.0
pozo,PCC_0042_PR01_TH_P48_HU5,PCC_0042,86.8,15.82,10.0,0.0
pozo,PCC_0042_PR01_TH_P49_H10,PCC_0042,93.54,18.757,6.0,0.0
pozo,PCC_0042_PR01_TH_P49_H11,PCC_0042,92.17,15.619,5.0,0.0
pozo,PCC_0042_PR01_TH_P49_H12,PCC_0042,91.89,13.301,7.0,0.0
pozo,PCC_0042_PR01_TH_P49_H13,PCC_0042,86.49,13.876,9.0,1.0
pozo,PCC_0042_PR01_TH_P49_H14,PCC_0042,90.71,15.242,7.0,0.0
pozo,PCC_0042_PR01_TH_P49_H15,PCC_0042,88.4,16.231,7.0,0.0
pozo,PCC_0042_PR01_TH_P49_H16,PCC_0042,93.09,17.426,8.0,0.0
pozo,PCC_0042_PR01_TH_P49_H17,PCC_0042,88.75,17.587,10.0,0.0
pozo,PCC_0042_PR01_TH_P49_H18,PCC_0042,86.87,9.647,6.0,0.0
pozo,PCC_0042_PR01_TH_P49_H19,PCC_0042,92.54,3.393,1.0,0.0
pozo,PCC_0042_PR01_TH_P49_H1,PCC_0042,84.21,3.16,3.0,0.0
pozo,PCC_0042_PR01_TH_P49_H3,PCC_0042,85.77,20.353,14.0,2.0
pozo,PCC_0042_PR01_TH_P49_H4,PCC_0042,87.85,22.726,11.0,1.0
pozo,PCC_0042_PR01_TH_P49_H6,PCC_0042,87.03,29.641,16.0,0.0
pozo,PCC_0042_PR01_TH_P49_H7,PCC_0042,84.11,34.926,19.0,3.0
pozo,PCC_0042_PR01_TH_P49_H8,PCC_0042,88.11,30.87,17.0,1.0
pozo,PCC_0042_PR01_TH_P49_H9,PCC_0042,89.07,23.844,12.0,2.0
pozo,PCC_0042_PR01_TH_P49_HU2,PCC_0042,86.18,12.182,10.0,1.0
pozo,PCC_0042_PR01_TH_P49_HU5,PCC_0042,88.6,25.534,13.0,1.0
pozo,PCC_0042_PR01_TH_P50_H10,PCC_0042,88.81,18.011,10.0,1.0
pozo,PCC_0042_PR01_TH_P50_H11,PCC_0042,88.1,15.141,8.0,0.0
pozo,PCC_0042_PR01_TH_P50_H12,PCC_0042,84.45,12.823,8.0,0.0
pozo,PCC_0042_PR01_TH_P50_H13,PCC_0042,89.41,13.429,10.0,0.0
pozo,PCC_0042_PR01_TH_P50_H14,PCC_0042,91.33,14.6,9.0,0.0
pozo,PCC_0042_PR01_TH_P50_H15,PCC_0042,92.48,15.681,7.0,0.0
pozo,PCC_0042_PR01_TH_P50_H16,PCC_0042,92.1,16.985,7.0,0.0
pozo,PCC_0042_PR01_TH_P50_H17,PCC_0042,88.78,17.161,11.0,0.0
pozo,PCC_0042_PR01_TH_P50_H18,PCC_0042,89.42,8.739,5.0,0.0
pozo,PCC_0042_PR01_TH_P50_H19,PCC_0042,87.63,3.298,2.0,0.0
pozo,PCC_0042_PR01_TH_P50_H2,PCC_0042,89.69,11.657,4.0,0.0
pozo,PCC_0042_PR01_TH_P50_H3,PCC_0042,89.56,19.367,3.0,1.0
pozo,PCC_0042_PR01_TH_P50_H4,PCC_0042,88.8,21.009,10.0,0.0
pozo,PCC_0042_PR01_TH_P50_H5,PCC_0042,90.57,20.437,10.0,1.0
pozo,PCC_0042_PR01_TH_P50_H6,PCC_0042,89.78,28.335,13.0,6.0
pozo,PCC_0042_PR01_TH_P50_H7,PCC_0042,89.09,28.231,12.0,0.0
pozo,PCC_0042_PR01_TH_P50_H8,PCC_0042,87.39,30.977,17.0,0.0
pozo,PCC_0042_PR01_TH_P50_H9,PCC_0042,92.59,22.881,10.0,0.0
pozo,PCC_0042_PR01_TH_P51_H10,PCC_0042,92.91,17.581,6.0,1.0
pozo,PCC_0042_PR01_TH_P51_H11,PCC_0042,91.67,14.743,6.0,1.0
pozo,PCC_0042_PR01_TH_P51_H12,PCC_0042,92.76,12.011,4.0,1.0
pozo,PCC_0042_PR01_TH_P51_H13,PCC_0042,90.73,13.001,6.0,0.0
pozo,PCC_0042_PR01_TH_P51_H17,PCC_0042,93.54,16.939,6.0,0.0
pozo,PCC_0042_PR01_TH_P51_H18,PCC_0042,87.75,8.71,5.0,0.0
pozo,PCC_0042_PR01_TH_P51_H19,PCC_0042,83.02,3.534,2.0,1.0
pozo,PCC_0042_PR01_TH_P51_H2,PCC_0042,93.21,10.871,4.0,0.0
pozo,PCC_0042_PR01_TH_P51_H3,PCC_0042,94.94,19.242,3.0,0.0
pozo,PCC_0042_PR01_TH_P51_H4,PCC_0042,86.52,21.634,11.0,2.0
pozo,PCC_0042_PR01_TH_P51_H5,PCC_0042,92.41,21.264,9.0,1.0
pozo,PCC_0042_PR01_TH_P51_H6,PCC_0042,91.09,28.022,13.0,1.0
pozo,PCC_0042_PR01_TH_P51_H7,PCC_0042,87.88,33.373,16.0,1.0
pozo,PCC_0042_PR01_TH_P51_H8,PCC_0042,91.06,30.154,14.0,3.0
pozo,PCC_0042_PR01_TH_P51_H9,PCC_0042,90.65,22.574,8.0,1.0
pozo,PCC_0042_PR01_TH_P51.1_H1,PCC_0042,91.53,16.831,7.0,0.0
pozo,PCC_0042_PR01_TH_P51.1_H2,PCC_0042,93.39,15.639,4.0,0.0
pozo,PCC_0042_PR01_TH_P51.1_H3,PCC_0042,95.79,14.625,2.0,0.0
pozo,PCC_0042_PR01_TH_P52_H1,PCC_0042,91.8,4.597,2.0,0.0
pozo,PCC_0042_PR01_TH_P52_H2,PCC_0042,87.52,17.0,8.0,1.0
pozo,PCC_0042_PR01_TH_P52_H3,PCC_0042,94.55,20.874,4.0,0.0
pozo,PCC_0042_PR01_TH_P52_H4,PCC_0042,93.63,23.501,5.0,2.0
pozo,PCC_1541_CL01_TH_P101_H1,PCC_1541,97.03,25.889,3.0,0.0
pozo,PCC_1541_CL01_TH_P101_H2,PCC_1541,88.33,25.98,13.0,5.0
pozo,PCC_1541_CL01_TH_P101_H3,PCC_1541,91.46,25.256,9.0,0.0
pozo,PCC_1541_CL01_TH_P102_H1,PCC_1541,94.51,25.466,5.0,0.0
pozo,PCC_1541_CL01_TH_P102_H2,PCC_1541,94.91,25.535,6.0,0.0
pozo,PCC_1541_CL01_TH_P103_H1,PCC_1541,94.37,25.966,6.0,0.0
pozo,PCC_1541_CL01_TH_P103_H2,PCC_1541,93.42,25.553,8.0,3.0
pozo,PCC_1541_CL01_TH_P104_H1,PCC_1541,92.17,25.981,7.0,0.0
pozo,PCC_1541_CL01_TH_P104_H2,PCC_1541,90.8,25.796,8.0,3.0
pozo,PCC_1541_CL01_TH_P105_H1,PCC_1541,95.19,25.306,6.0,0.0
pozo,PCC_1541_CL01_TH_P105_H2,PCC_1541,95.82,25.976,5.0,0.0
pozo,PCC_1541_CL01_TH_P105_H3,PCC_1541,91.91,25.981,5.0,1.0
pozo,PCC_1541_CL01_TH_P11_H1,PCC_1541,94.41,24.659,5.0,0.0
pozo,PCC_1541_CL01_TH_P11_H2,PCC_1541,94.29,24.746,7.0,0.0
pozo,PCC_1541_CL01_TH_P11_H3,PCC_1541,88.45,24.715,9.0,4.0
pozo,PCC_1541_CL01_TH_P11_H4,PCC_1541,93.91,25.963,6.0,1.0
pozo,PCC_1541_CL01_TH_P11_H5,PCC_1541,94.71,26.043,5.0,0.0
pozo,PCC_1541_CL01_TH_P11_H6,PCC_1541,96.27,19.284,4.0,0.0
pozo,PCC_1541_CL01_TH_P11_H7,PCC_1541,94.12,28.0,6.0,0.0
pozo,PCC_1541_CL01_TH_P11_H8,PCC_1541,97.06,29.837,3.0,0.0
pozo,PCC_1541_CL01_TH_P12_H1,PCC_1541,95.25,24.484,4.0,3.0
pozo,PCC_1541_CL01_TH_P12_H2,PCC_1541,95.27,24.632,6.0,1.0
pozo,PCC_1541_CL01_TH_P12_H3,PCC_1541,96.33,24.78,5.0,0.0
pozo,PCC_1541_CL01_TH_P12_H4,PCC_1541,95.33,26.003,3.0,1.0
pozo,PCC_1541_PR01_TH_P01_H1,PCC_1541,92.11,25.929,7.0,3.0
pozo,PCC_1541_PR01_TH_P01_H2,PCC_1541,91.14,25.855,4.0,3.0
pozo,PCC_1541_PR01_TH_P01_H3,PCC_1541,87.11,25.97,10.0,5.0
pozo,PCC_1541_PR01_TH_P01_H4,PCC_1541,91.01,25.98,9.0,2.0
pozo,PCC_1541_PR01_TH_P02_H1,PCC_1541,93.33,25.971,7.0,0.0
pozo,PCC_1541_PR01_TH_P02_H2,PCC_1541,92.67,25.965,9.0,0.0
pozo,PCC_1541_PR01_TH_P02_H3,PCC_1541,92.5,25.962,13.0,3.0
pozo,PCC_1541_PR01_TH_P02_H4,PCC_1541,94.02,25.97,7.0,1.0
pozo,PCC_1541_PR01_TH_P03_H1,PCC_1541,94.67,25.883,5.0,4.0
pozo,PCC_1541_PR01_TH_P03_H2,PCC_1541,94.61,25.921,5.0,2.0
pozo,PCC_1541_PR01_TH_P03_H3,PCC_1541,96.16,25.928,4.0,3.0
pozo,PCC_1541_PR01_TH_P04_H1,PCC_1541,93.24,25.909,5.0,2.0
pozo,PCC_1541_PR01_TH_P04_H2,PCC_1541,93.04,25.935,8.0,2.0
pozo,PCC_1541_PR01_TH_P04_H3,PCC_1541,96.82,25.937,4.0,0.0
pozo,PCC_1541_PR01_TH_P04_H4,PCC_1541,96.15,25.904,5.0,1.0
pozo,PCC_1541_PR01_TH_P05_H1,PCC_1541,95.69,25.906,7.0,1.0
pozo,PCC_1541_PR01_TH_P05_H2,PCC_1541,96.66,25.967,3.0,1.0
pozo,PCC_1541_PR01_TH_P05_H3,PCC_1541,95.08,25.919,5.0,0.0
pozo,PCC_1541_PR01_TH_P05_H4,PCC_1541,93.04,25.945,9.0,2.0
pozo,PCC_1541_PR01_TH_P06_H1,PCC_1541,87.55,25.95,13.0,4.0
pozo,PCC_1541_PR01_TH_P06_H2,PCC_1541,93.45,25.941,7.0,1.0
pozo,PCC_1541_PR01_TH_P06_H3,PCC_1541,89.85,25.956,11.0,1.0
pozo,PCC_1541_PR01_TH_P06_H4,PCC_1541,95.63,25.21,3.0,1.0
pozo,PCC_1541_PR01_TH_P07_H1,PCC_1541,90.34,25.536,10.0,0.0
pozo,PCC_1541_PR01_TH_P07_H2,PCC_1541,92.76,25.955,11.0,1.0
pozo,PCC_1541_PR01_TH_P07_H3,PCC_1541,91.43,25.864,10.0,0.0
pozo,PCC_1541_PR01_TH_P07_H4,PCC_1541,92.88,25.735,11.0,1.0
pozo,PCC_1541_PR01_TH_P08_H1,PCC_1541,94.54,25.962,8.0,1.0
pozo,PCC_1541_PR01_TH_P08_H2,PCC_1541,94.21,25.892,5.0,1.0
pozo,PCC_1541_PR01_TH_P08_HU5,PCC_1541,90.37,25.295,9.0,0.0
pozo,PCC_1541_PR01_TH_P09_H2,PCC_1541,94.19,26.186,7.0,0.0
pozo,PCC_1541_PR01_TH_P09_H3,PCC_1541,95.71,26.444,4.0,1.0
pozo,PCC_1541_PR01_TH_P09_HU6,PCC_1541,93.87,26.119,6.0,0.0
pozo,PCC_1541_PR01_TH_P10_H1,PCC_1541,97.27,27.958,3.0,0.0
pozo,PCC_1541_PR01_TH_P10_H2,PCC_1541,93.42,27.977,11.0,1.0
pozo,PCC_1541_PR01_TH_P10_H3,PCC_1541,94.3,27.938,7.0,0.0
pozo,PCC_1541_PR01_TH_P10_H4,PCC_1541,92.9,27.597,8.0,1.0
pozo,PCC_1541_PR01_TH_P28_H10,PCC_1541,89.11,24.473,5.0,6.0
pozo,PCC_1541_PR01_TH_P28_H11,PCC_1541,94.08,24.949,3.0,6.0
pozo,PCC_1541_PR01_TH_P28_H12,PCC_1541,91.74,24.361,8.0,0.0
pozo,PCC_1541_PR01_TH_P28_H13,PCC_1541,95.99,22.443,4.0,1.0
pozo,PCC_1541_PR01_TH_P28_H1,PCC_1541,93.96,18.916,4.0,1.0
pozo,PCC_1541_PR01_TH_P28_H2,PCC_1541,96.07,19.497,6.0,0.0
pozo,PCC_1541_PR01_TH_P28_H3,PCC_1541,94.52,19.946,5.0,0.0
pozo,PCC_1541_PR01_TH_P28_H4,PCC_1541,92.51,19.548,5.0,1.0
pozo,PCC_1541_PR01_TH_P28_H5,PCC_1541,93.22,19.427,5.0,0.0
pozo,PCC_1541_PR01_TH_P28_H6,PCC_1541,92.84,19.417,5.0,4.0
pozo,PCC_1541_PR01_TH_P28_H7,PCC_1541,96.21,20.142,3.0,0.0
pozo,PCC_1541_PR01_TH_P28_H8,PCC_1541,90.51,21.886,9.0,2.0
pozo,PCC_1541_PR01_TH_P28_H9,PCC_1541,95.31,23.907,4.0,0.0
pozo,PCC_1541_PR01_TH_P29_H10,PCC_1541,95.27,25.425,8.0,1.0
pozo,PCC_1541_PR01_TH_P29_H11,PCC_1541,90.82,24.034,7.0,4.0
pozo,PCC_1541_PR01_TH_P29_H13,PCC_1541,95.26,23.513,4.0,0.0
pozo,PCC_1541_PR01_TH_P29_H3,PCC_1541,91.28,15.842,5.0,2.0
pozo,PCC_1541_PR01_TH_P29_H4,PCC_1541,95.99,15.88,2.0,0.0
pozo,PCC_1541_PR01_TH_P29_H6,PCC_1541,91.85,17.777,7.0,0.0
pozo,PCC_1541_PR01_TH_P29_H7,PCC_1541,92.26,18.479,5.0,0.0
pozo,PCC_1541_PR01_TH_P29_H9,PCC_1541,92.9,22.802,8.0,2.0
pozo,PCC_1541_PR01_TH_P29_HU20,PCC_1541,90.24,19.468,7.0,1.0
pozo,PCC_1541_PR01_TH_P29_HU21,PCC_1541,94.99,24.603,6.0,0.0
pozo,PCC_1541_PR01_TH_P30_H10,PCC_1541,92.38,24.344,11.0,0.0
pozo,PCC_1541_PR01_TH_P30_H12,PCC_1541,95.74,22.37,6.0,1.0
pozo,PCC_1541_PR01_TH_P30_H5,PCC_1541,95.25,15.883,2.0,0.0
pozo,PCC_1541_PR01_TH_P30_H6,PCC_1541,92.87,16.905,5.0,1.0
pozo,PCC_1541_PR01_TH_P30_H7,PCC_1541,93.19,18.969,5.0,0.0
pozo,PCC_1541_PR01_TH_P30_H8,PCC_1541,93.52,21.055,7.0,2.0
pozo,PCC_1541_PR01_TH_P30_H9,PCC_1541,94.3,24.494,6.0,0.0
pozo,PCC_1541_PR01_TH_P31_H10,PCC_1541,96.32,23.857,3.0,0.0
pozo,PCC_1541_PR01_TH_P31_H11,PCC_1541,92.87,23.914,6.0,0.0
