# modelo geológico informado por MWD.
# Bloque 2.5 m · IDW potencia 2 · anisotropía [1.0, 1.0, 3.0] · radio 7.5 m planta / 2.5 m cota.
# El yacimiento es estratiforme: la litología continúa lateralmente y cambia con la cota. Por eso la búsqueda es más larga en horizontal que en vertical. La cota entra acá como GEOMETRÍA de interpolación, nunca como variable predictora del modelo.
# Confianza = f_calidad × f_proximidad × f_soporte, los tres en [0, 1]. f_calidad es el inverso del pi_factor del atributo: incorpora la CALIDAD de la etiqueta, de modo que un dominio anclado en un ensayo del sitio y otro anclado en literatura no pueden salir con la misma confianza. f_proximidad decae con la distancia al dato más cercano. f_soporte crece con el número de muestras dentro del elipsoide.
# 35751 bloque(s) quedaron VACÍOS por no reunir 3 muestra(s) dentro del elipsoide de búsqueda (7.5 m en planta, 2.5 m en cota). No se interpolan desde más lejos: un bloque sin soporte es información, no un hueco a rellenar. El encajonado se calcula POR CASERÓN: un encajonado único sobre caserones separados por kilómetros contaría el aire entre ellos y volvería la cobertura una cifra sin significado.
# UCS acotado a los límites físicos [0.0, 450.0] MPa.
# bandas: Clasificación ISRM de resistencia de la roca intacta (Brown, 1981). Criterio trazable, no percentiles de la muestra.
# generado: 2026-08-26 10:39
x,y,z,tamano_m,caseron,ucs,di,confianza,banda,lito,calidad_etiqueta,n_muestras,dist_min_m,f_calidad,f_proximidad,f_soporte
376988.517,6958919.09,294.608,2.5,PCC_0042,131.03,0.646,0.2689,R5_muy_alta,::PCC_0042:FChavito,,790,3.466,0.5,0.5378,1.0
376988.517,6958919.09,297.108,2.5,PCC_0042,130.99,0.4761,0.2526,R5_muy_alta,::PCC_0042:FChavito,,326,3.711,0.5,0.5051,1.0
376988.517,6958919.09,299.608,2.5,PCC_0042,130.72,0.2951,0.0713,R5_muy_alta,,,30,6.43,0.5,0.1427,1.0
376988.517,6958921.59,274.608,2.5,PCC_0042,133.7,1.7086,0.2762,R5_muy_alta,Bht,1.0,366,3.865,0.5698,0.4847,1.0
376988.517,6958921.59,277.108,2.5,PCC_0042,133.25,1.0434,0.2708,R5_muy_alta,Bht,1.0,861,3.936,0.5698,0.4752,1.0
376988.517,6958921.59,279.608,2.5,PCC_0042,132.92,0.5685,0.2584,R5_muy_alta,Bht,1.0,990,4.099,0.5698,0.4535,1.0
376988.517,6958921.59,282.108,2.5,PCC_0042,132.95,0.4037,0.2459,R5_muy_alta,Bht,1.0,989,4.263,0.5698,0.4316,1.0
376988.517,6958921.59,284.608,2.5,PCC_0042,133.37,0.4425,0.2048,R5_muy_alta,::PCC_0042:FChavito,,990,4.428,0.5,0.4096,1.0
376988.517,6958921.59,287.108,2.5,PCC_0042,132.42,0.5094,0.1938,R5_muy_alta,::PCC_0042:FChavito,,992,4.594,0.5,0.3875,1.0
376988.517,6958921.59,289.608,2.5,PCC_0042,132.0,0.5722,0.1827,R5_muy_alta,::PCC_0042:FChavito,,990,4.76,0.5,0.3653,1.0
376988.517,6958921.59,292.108,2.5,PCC_0042,130.98,0.5694,0.1716,R5_muy_alta,::PCC_0042:FChavito,,988,4.927,0.5,0.3431,1.0
376988.517,6958921.59,294.608,2.5,PCC_0042,131.02,0.6115,0.1604,R5_muy_alta,::PCC_0042:FChavito,,790,5.094,0.5,0.3208,1.0
376988.517,6958921.59,297.108,2.5,PCC_0042,130.99,0.4706,0.1383,R5_muy_alta,::PCC_0042:FChavito,,326,5.426,0.5,0.2766,1.0
376988.517,6958921.59,299.608,2.5,PCC_0042,130.72,0.2952,0.0648,R5_muy_alta,,,30,6.528,0.5,0.1296,1.0
376988.517,6958924.09,274.608,2.5,PCC_0042,133.85,1.6346,0.1217,R5_muy_alta,Bht,1.0,366,5.898,0.5698,0.2136,1.0
376988.517,6958924.09,277.108,2.5,PCC_0042,133.22,1.0581,0.1138,R5_muy_alta,Bht,1.0,861,6.003,0.5698,0.1997,1.0
376988.517,6958924.09,279.608,2.5,PCC_0042,132.81,0.5634,0.1023,R5_muy_alta,Bht,1.0,990,6.153,0.5698,0.1796,1.0
376988.517,6958924.09,282.108,2.5,PCC_0042,132.78,0.3969,0.0909,R5_muy_alta,Bht,1.0,989,6.304,0.5698,0.1595,1.0
376988.517,6958924.09,284.608,2.5,PCC_0042,133.18,0.4362,0.0697,R5_muy_alta,::PCC_0042:FChavito,,939,6.454,0.5,0.1394,1.0
376988.517,6958924.09,287.108,2.5,PCC_0042,132.68,0.5154,0.0597,R5_muy_alta,::PCC_0042:FChavito,,822,6.605,0.5,0.1193,1.0
376988.517,6958924.09,289.608,2.5,PCC_0042,132.1,0.5397,0.0496,R5_muy_alta,::PCC_0042:FChavito,,753,6.756,0.5,0.0992,1.0
376988.517,6958924.09,292.108,2.5,PCC_0042,131.04,0.5486,0.0396,R5_muy_alta,::PCC_0042:FChavito,,750,6.906,0.5,0.0792,1.0
376988.517,6958924.09,294.608,2.5,PCC_0042,131.16,0.6352,0.0295,R5_muy_alta,::PCC_0042:FChavito,,589,7.057,0.5,0.0591,1.0
376988.517,6958924.09,297.108,2.5,PCC_0042,131.1,0.4806,0.0195,R5_muy_alta,::PCC_0042:FChavito,,245,7.208,0.5,0.039,1.0
376988.517,6958924.09,299.608,2.5,PCC_0042,130.71,0.2957,0.0,R5_muy_alta,,,30,7.509,0.5,0.0,1.0
376991.017,6958901.59,267.108,2.5,PCC_0042,131.26,0.4801,0.0,R5_muy_alta,Bht,1.0,23,7.583,0.5698,0.0,1.0
376991.017,6958901.59,269.608,2.5,PCC_0042,135.34,0.8154,0.0517,R5_muy_alta,Bht,1.0,177,6.819,0.5698,0.0908,1.0
376991.017,6958901.59,272.108,2.5,PCC_0042,134.93,0.6622,0.0615,R5_muy_alta,Bht,1.0,409,6.691,0.5698,0.1079,1.0
376991.017,6958901.59,274.608,2.5,PCC_0042,134.08,0.8346,0.0354,R5_muy_alta,Bht,1.0,348,7.034,0.5698,0.0622,1.0
376991.017,6958901.59,277.108,2.5,PCC_0042,133.35,1.2073,0.0012,R5_muy_alta,Bht,1.0,93,7.484,0.5698,0.0021,1.0
376991.017,6958904.09,267.108,2.5,PCC_0042,131.26,0.4801,0.0164,R5_muy_alta,Bht,1.0,23,7.284,0.5698,0.0288,1.0
376991.017,6958904.09,269.608,2.5,PCC_0042,138.06,0.694,0.1442,R5_muy_alta,Bht,1.0,661,5.603,0.5698,0.253,1.0
376991.017,6958904.09,272.108,2.5,PCC_0042,139.06,0.6405,0.1662,R5_muy_alta,Bht,1.0,1529,5.313,0.5698,0.2917,1.0
376991.017,6958904.09,274.608,2.5,PCC_0042,139.01,0.7665,0.134,R5_muy_alta,Bht,1.0,1330,5.736,0.5698,0.2352,1.0
376991.017,6958904.09,277.108,2.5,PCC_0042,138.34,0.9693,0.1244,R5_muy_alta,Bht,1.0,439,5.863,0.5698,0.2183,1.0
376991.017,6958906.59,267.108,2.5,PCC_0042,149.38,1.8416,0.0438,R5_muy_alta,Bht,1.0,16,6.923,0.5698,0.0769,1.0
376991.017,6958906.59,269.608,2.5,PCC_0042,139.46,0.7135,0.2769,R5_muy_alta,Bht,1.0,662,3.855,0.5698,0.486,1.0
376991.017,6958906.59,272.108,2.5,PCC_0042,140.19,0.6532,0.2769,R5_muy_alta,Bht,1.0,1477,3.855,0.5698,0.486,1.0
376991.017,6958906.59,274.608,2.5,PCC_0042,139.77,0.815,0.2341,R5_muy_alta,Bht,1.0,1248,4.419,0.5698,0.4108,1.0
376991.017,6958906.59,277.108,2.5,PCC_0042,138.71,1.02,0.2131,R5_muy_alta,Bht,1.0,417,4.695,0.5698,0.374,1.0
376991.017,6958909.09,267.108,2.5,PCC_0042,154.7,2.2447,0.1143,R5_muy_alta,Bht,1.0,12,5.995,0.5698,0.2007,1.0
376991.017,6958909.09,269.608,2.5,PCC_0042,140.32,0.7336,0.371,R5_muy_alta,Bht,1.0,535,2.617,0.5698,0.6511,1.0
376991.017,6958909.09,272.108,2.5,PCC_0042,142.14,0.682,0.3855,R5_muy_alta,Bht,1.0,1164,2.426,0.5698,0.6766,1.0
376991.017,6958909.09,274.608,2.5,PCC_0042,141.01,0.8781,0.3194,R5_muy_alta,Bht,1.0,931,3.295,0.5698,0.5606,1.0
376991.017,6958909.09,277.108,2.5,PCC_0042,138.64,1.1658,0.2117,R5_muy_alta,Bht,1.0,290,4.714,0.5698,0.3715,1.0
376991.017,6958909.09,289.608,2.5,PCC_0042,131.47,0.4751,0.0,R5_muy_alta,,,19,7.79,0.5,0.0,1.0
376991.017,6958909.09,292.108,2.5,PCC_0042,130.53,0.4062,0.0017,R5_muy_alta,,,139,7.475,0.5,0.0034,1.0
376991.017,6958909.09,294.608,2.5,PCC_0042,130.41,0.3915,0.0089,R5_muy_alta,,,201,7.366,0.5,0.0178,1.0
376991.017,6958909.09,297.108,2.5,PCC_0042,130.47,0.4164,0.01,R5_muy_alta,,,81,7.35,0.5,0.02,1.0
376991.017,6958911.59,267.108,2.5,PCC_0042,154.7,2.2451,0.1111,R5_muy_alta,Bht,1.0,12,6.038,0.5698,0.195,1.0
376991.017,6958911.59,269.608,2.5,PCC_0042,141.59,0.7587,0.314,R5_muy_alta,Bht,1.0,317,3.367,0.5698,0.5511,1.0
376991.017,6958911.59,272.108,2.5,PCC_0042,143.29,0.6982,0.3368,R5_muy_alta,Bht,1.0,687,3.067,0.5698,0.591,1.0
376991.017,6958911.59,274.608,2.5,PCC_0042,139.42,1.1223,0.2817,R5_muy_alta,Bht,1.0,773,3.793,0.5698,0.4943,1.0
376991.017,6958911.59,277.108,2.5,PCC_0042,134.74,1.0727,0.1359,R5_muy_alta,Bht,1.0,757,5.711,0.5698,0.2385,1.0
376991.017,6958911.59,279.608,2.5,PCC_0042,133.28,0.6198,0.1457,R5_muy_alta,Bht,1.0,731,5.583,0.5698,0.2556,1.0
376991.017,6958911.59,282.108,2.5,PCC_0042,133.18,0.4219,0.1553,R5_muy_alta,Bht,1.0,729,5.456,0.5698,0.2725,1.0
376991.017,6958911.59,284.608,2.5,PCC_0042,133.65,0.4565,0.1445,R5_muy_alta,::PCC_0042:FChavito,,729,5.333,0.5,0.2889,1.0
376991.017,6958911.59,287.108,2.5,PCC_0042,132.76,0.5366,0.1525,R5_muy_alta,::PCC_0042:FChavito,,731,5.212,0.5,0.305,1.0
376991.017,6958911.59,289.608,2.5,PCC_0042,132.09,0.6271,0.1604,R5_muy_alta,::PCC_0042:FChavito,,730,5.095,0.5,0.3207,1.0
376991.017,6958911.59,292.108,2.5,PCC_0042,131.03,0.6331,0.168,R5_muy_alta,::PCC_0042:FChavito,,729,4.98,0.5,0.3359,1.0
376991.017,6958911.59,294.608,2.5,PCC_0042,131.03,0.6347,0.1753,R5_muy_alta,,,530,4.87,0.5,0.3507,1.0
376991.017,6958911.59,297.108,2.5,PCC_0042,131.02,0.5287,0.175,R5_muy_alta,,,165,4.875,0.5,0.35,1.0
376991.017,6958914.09,267.108,2.5,PCC_0042,154.7,2.245,0.0355,R5_muy_alta,Bht,1.0,12,7.033,0.5698,0.0623,1.0
376991.017,6958914.09,269.608,2.5,PCC_0042,143.59,0.8614,0.1655,R5_muy_alta,Bht,1.0,130,5.322,0.5698,0.2904,1.0
376991.017,6958914.09,272.108,2.5,PCC_0042,145.51,0.7087,0.1867,R5_muy_alta,Bht,1.0,252,5.043,0.5698,0.3276,1.0
376991.017,6958914.09,274.608,2.5,PCC_0042,135.55,1.5232,0.2993,R5_muy_alta,Bht,1.0,513,3.561,0.5698,0.5253,1.0
376991.017,6958914.09,277.108,2.5,PCC_0042,133.29,1.0351,0.3186,R5_muy_alta,Bht,1.0,874,3.306,0.5698,0.5592,1.0
376991.017,6958914.09,279.608,2.5,PCC_0042,132.83,0.5822,0.3296,R5_muy_alta,Bht,1.0,990,3.161,0.5698,0.5785,1.0
376991.017,6958914.09,282.108,2.5,PCC_0042,132.79,0.3984,0.3404,R5_muy_alta,Bht,1.0,989,3.019,0.5698,0.5974,1.0
376991.017,6958914.09,284.608,2.5,PCC_0042,133.31,0.4393,0.3079,R5_muy_alta,::PCC_0042:FChavito,,990,2.881,0.5,0.6159,1.0
376991.017,6958914.09,287.108,2.5,PCC_0042,132.27,0.5003,0.3169,R5_muy_alta,::PCC_0042:FChavito,,992,2.747,0.5,0.6338,1.0
376991.017,6958914.09,289.608,2.5,PCC_0042,131.92,0.5857,0.3255,R5_muy_alta,::PCC_0042:FChavito,,990,2.617,0.5,0.651,1.0
376991.017,6958914.09,292.108,2.5,PCC_0042,130.96,0.5949,0.3338,R5_muy_alta,::PCC_0042:FChavito,,988,2.493,0.5,0.6676,1.0
376991.017,6958914.09,294.608,2.5,PCC_0042,130.93,0.6048,0.3416,R5_muy_alta,::PCC_0042:FChavito,,790,2.376,0.5,0.6832,1.0
376991.017,6958914.09,297.108,2.5,PCC_0042,130.94,0.4765,0.3366,R5_muy_alta,::PCC_0042:FChavito,,326,2.451,0.5,0.6733,1.0
376991.017,6958914.09,299.608,2.5,PCC_0042,130.72,0.2955,0.0178,R5_muy_alta,,,30,7.232,0.5,0.0357,1.0
376991.017,6958916.59,272.108,2.5,PCC_0042,156.82,0.419,0.0098,R5_muy_alta,Bht,1.0,10,7.346,0.5698,0.0206,0.8333
376991.017,6958916.59,274.608,2.5,PCC_0042,133.57,1.8886,0.4352,R5_muy_alta,Bht,1.0,376,1.771,0.5698,0.7638,1.0
376991.017,6958916.59,277.108,2.5,PCC_0042,133.06,1.0665,0.4702,R5_muy_alta,Bht,1.0,861,1.311,0.5698,0.8252,1.0
376991.017,6958916.59,279.608,2.5,PCC_0042,132.48,0.5976,0.4833,R5_muy_alta,Bht,1.0,990,1.139,0.5698,0.8481,1.0
376991.017,6958916.59,282.108,2.5,PCC_0042,132.72,0.3933,0.4962,R5_muy_alta,Bht,1.0,989,0.968,0.5698,0.8709,1.0
376991.017,6958916.59,284.608,2.5,PCC_0042,133.32,0.4299,0.4467,R5_muy_alta,::PCC_0042:FChavito,,990,0.799,0.5,0.8934,1.0
376991.017,6958916.59,287.108,2.5,PCC_0042,131.75,0.4913,0.4578,R5_muy_alta,::PCC_0042:FChavito,,992,0.633,0.5,0.9156,1.0
376991.017,6958916.59,289.608,2.5,PCC_0042,131.5,0.5018,0.4685,R5_muy_alta,::PCC_0042:FChavito,,990,0.473,0.5,0.9369,1.0
376991.017,6958916.59,292.108,2.5,PCC_0042,131.21,0.6224,0.4782,R5_muy_alta,::PCC_0042:FChavito,,988,0.327,0.5,0.9563,1.0
376991.017,6958916.59,294.608,2.5,PCC_0042,130.51,0.5171,0.4849,R5_muy_alta,::PCC_0042:FChavito,,790,0.227,0.5,0.9698,1.0
376991.017,6958916.59,297.108,2.5,PCC_0042,130.94,0.4685,0.4424,R5_muy_alta,::PCC_0042:FChavito,,326,0.864,0.5,0.8848,1.0
376991.017,6958916.59,299.608,2.5,PCC_0042,130.72,0.2944,0.1436,R5_muy_alta,,,30,5.346,0.5,0.2872,1.0
376991.017,6958919.09,274.608,2.5,PCC_0042,134.09,2.0998,0.489,R5_muy_alta,Bht,1.0,366,1.064,0.5698,0.8582,1.0
376991.017,6958919.09,277.108,2.5,PCC_0042,133.18,1.312,0.5011,R5_muy_alta,Bht,1.0,861,0.904,0.5698,0.8795,1.0
376991.017,6958919.09,279.608,2.5,PCC_0042,132.43,0.5509,0.4972,R5_muy_alta,Bht,1.0,990,0.955,0.5698,0.8726,1.0
376991.017,6958919.09,282.108,2.5,PCC_0042,133.63,0.4451,0.4913,R5_muy_alta,Bht,1.0,989,1.034,0.5698,0.8622,1.0
376991.017,6958919.09,284.608,2.5,PCC_0042,133.99,0.4798,0.4244,R5_muy_alta,::PCC_0042:FChavito,,990,1.134,0.5,0.8488,1.0
376991.017,6958919.09,287.108,2.5,PCC_0042,132.3,0.5643,0.4167,R5_muy_alta,::PCC_0042:FChavito,,992,1.25,0.5,0.8333,1.0
376991.017,6958919.09,289.608,2.5,PCC_0042,132.36,0.57,0.4081,R5_muy_alta,::PCC_0042:FChavito,,990,1.379,0.5,0.8161,1.0
376991.017,6958919.09,292.108,2.5,PCC_0042,131.04,0.5541,0.3989,R5_muy_alta,::PCC_0042:FChavito,,988,1.517,0.5,0.7978,1.0
376991.017,6958919.09,294.608,2.5,PCC_0042,131.02,0.7065,0.3892,R5_muy_alta,::PCC_0042:FChavito,,790,1.662,0.5,0.7785,1.0
376991.017,6958919.09,297.108,2.5,PCC_0042,130.99,0.4601,0.3403,R5_muy_alta,::PCC_0042:FChavito,,326,2.396,0.5,0.6806,1.0
376991.017,6958919.09,299.608,2.5,PCC_0042,130.73,0.2936,0.2223,R5_muy_alta,,,30,4.165,0.5,0.4447,1.0
376991.017,6958921.59,274.608,2.5,PCC_0042,135.4,2.0651,0.3759,R5_muy_alta,Bht,1.0,366,2.552,0.5698,0.6598,1.0
376991.017,6958921.59,277.108,2.5,PCC_0042,132.94,1.0902,0.3691,R5_muy_alta,Bht,1.0,861,2.641,0.5698,0.6478,1.0
376991.017,6958921.59,279.608,2.5,PCC_0042,132.58,0.5215,0.3581,R5_muy_alta,Bht,1.0,990,2.786,0.5698,0.6285,1.0
376991.017,6958921.59,282.108,2.5,PCC_0042,132.7,0.3914,0.347,R5_muy_alta,Bht,1.0,989,2.932,0.5698,0.609,1.0
376991.017,6958921.59,284.608,2.5,PCC_0042,133.11,0.4315,0.2948,R5_muy_alta,::PCC_0042:FChavito,,990,3.079,0.5,0.5895,1.0
376991.017,6958921.59,287.108,2.5,PCC_0042,132.18,0.49,0.285,R5_muy_alta,::PCC_0042:FChavito,,992,3.225,0.5,0.57,1.0
376991.017,6958921.59,289.608,2.5,PCC_0042,131.9,0.5471,0.2752,R5_muy_alta,::PCC_0042:FChavito,,990,3.372,0.5,0.5504,1.0
376991.017,6958921.59,292.108,2.5,PCC_0042,130.94,0.5372,0.2654,R5_muy_alta,::PCC_0042:FChavito,,988,3.52,0.5,0.5307,1.0
376991.017,6958921.59,294.608,2.5,PCC_0042,130.99,0.5996,0.2555,R5_muy_alta,::PCC_0042:FChavito,,790,3.667,0.5,0.511,1.0
376991.017,6958921.59,297.108,2.5,PCC_0042,130.98,0.4532,0.2457,R5_muy_alta,::PCC_0042:FChavito,,326,3.815,0.5,0.4913,1.0
376991.017,6958921.59,299.608,2.5,PCC_0042,130.72,0.2938,0.2124,R5_muy_alta,,,30,4.314,0.5,0.4247,1.0
376991.017,6958924.09,274.608,2.5,PCC_0042,134.86,1.8163,0.2613,R5_muy_alta,Bht,1.0,366,4.06,0.5698,0.4586,1.0
376991.017,6958924.09,277.108,2.5,PCC_0042,133.01,1.077,0.2541,R5_muy_alta,Bht,1.0,861,4.156,0.5698,0.4459,1.0
376991.017,6958924.09,279.608,2.5,PCC_0042,132.55,0.5308,0.2432,R5_muy_alta,Bht,1.0,990,4.299,0.5698,0.4269,1.0
376991.017,6958924.09,282.108,2.5,PCC_0042,132.56,0.3856,0.2324,R5_muy_alta,Bht,1.0,989,4.442,0.5698,0.4078,1.0
376991.017,6958924.09,284.608,2.5,PCC_0042,132.86,0.4203,0.1943,R5_muy_alta,::PCC_0042:FChavito,,990,4.585,0.5,0.3886,1.0
376991.017,6958924.09,287.108,2.5,PCC_0042,132.18,0.4751,0.1847,R5_muy_alta,::PCC_0042:FChavito,,992,4.729,0.5,0.3694,1.0
376991.017,6958924.09,289.608,2.5,PCC_0042,131.73,0.5226,0.1751,R5_muy_alta,::PCC_0042:FChavito,,951,4.874,0.5,0.3502,1.0
376991.017,6958924.09,292.108,2.5,PCC_0042,130.99,0.5348,0.1654,R5_muy_alta,::PCC_0042:FChavito,,829,5.018,0.5,0.3309,1.0
376991.017,6958924.09,294.608,2.5,PCC_0042,131.08,0.6015,0.1558,R5_muy_alta,::PCC_0042:FChavito,,589,5.164,0.5,0.3115,1.0
376991.017,6958924.09,297.108,2.5,PCC_0042,131.06,0.4616,0.1461,R5_muy_alta,::PCC_0042:FChavito,,245,5.309,0.5,0.2921,1.0
376991.017,6958924.09,299.608,2.5,PCC_0042,130.72,0.2947,0.1206,R5_muy_alta,,,30,5.691,0.5,0.2412,1.0
376991.017,6958926.59,274.608,2.5,PCC_0042,137.42,2.1736,0.0956,R5_muy_alta,Bht,1.0,110,6.242,0.5698,0.1678,1.0
376991.017,6958926.59,277.108,2.5,PCC_0042,132.64,1.1907,0.089,R5_muy_alta,Bht,1.0,239,6.329,0.5698,0.1562,1.0
376991.017,6958926.59,279.608,2.5,PCC_0042,130.81,0.3929,0.0793,R5_muy_alta,Bht,1.0,259,6.456,0.5698,0.1392,1.0
376991.017,6958926.59,282.108,2.5,PCC_0042,130.82,0.2973,0.0696,R5_muy_alta,Bht,1.0,260,6.584,0.5698,0.1222,1.0
376991.017,6958926.59,284.608,2.5,PCC_0042,130.76,0.3241,0.0525,R5_muy_alta,::PCC_0042:FChavito,,261,6.712,0.5,0.105,1.0
376991.017,6958926.59,287.108,2.5,PCC_0042,130.56,0.3114,0.0439,R5_muy_alta,::PCC_0042:FChavito,,261,6.842,0.5,0.0877,1.0
376991.017,6958926.59,289.608,2.5,PCC_0042,130.62,0.3626,0.0352,R5_muy_alta,::PCC_0042:FChavito,,260,6.973,0.5,0.0703,1.0
376991.017,6958926.59,292.108,2.5,PCC_0042,130.69,0.3805,0.0264,R5_muy_alta,::PCC_0042:FChavito,,259,7.104,0.5,0.0528,1.0
376991.017,6958926.59,294.608,2.5,PCC_0042,130.67,0.3864,0.0176,R5_muy_alta,::PCC_0042:FChavito,,260,7.236,0.5,0.0352,1.0
376991.017,6958926.59,297.108,2.5,PCC_0042,130.84,0.4013,0.0087,R5_muy_alta,::PCC_0042:FChavito,,161,7.369,0.5,0.0175,1.0
376991.017,6958926.59,299.608,2.5,PCC_0042,130.71,0.2957,0.0,R5_muy_alta,,,30,7.659,0.5,0.0,1.0
376993.517,6958899.09,267.108,2.5,PCC_0042,131.26,0.4802,0.052,R5_muy_alta,Bht,1.0,23,6.815,0.5698,0.0913,1.0
376993.517,6958899.09,269.608,2.5,PCC_0042,133.68,0.7501,0.0865,R5_muy_alta,Bht,1.0,464,6.361,0.5698,0.1518,1.0
376993.517,6958899.09,272.108,2.5,PCC_0042,134.45,0.6246,0.0907,R5_muy_alta,Bht,1.0,1013,6.306,0.5698,0.1591,1.0
376993.517,6958899.09,274.608,2.5,PCC_0042,135.15,0.5899,0.0782,R5_muy_alta,Bht,1.0,916,6.471,0.5698,0.1372,1.0
376993.517,6958899.09,277.108,2.5,PCC_0042,136.57,0.6142,0.0505,R5_muy_alta,Bht,1.0,344,6.835,0.5698,0.0886,1.0
376993.517,6958899.09,302.108,2.5,PCC_0042,158.68,1.1414,0.0111,R5_muy_alta,,,81,7.334,0.5,0.0222,1.0
376993.517,6958899.09,304.608,2.5,PCC_0042,158.13,1.1346,0.0184,R5_muy_alta,,,81,7.224,0.5,0.0368,1.0
376993.517,6958901.59,267.108,2.5,PCC_0042,131.26,0.4801,0.1572,R5_muy_alta,Bht,1.0,23,5.431,0.5698,0.2758,1.0
376993.517,6958901.59,269.608,2.5,PCC_0042,136.25,0.6713,0.2014,R5_muy_alta,Bht,1.0,1455,4.849,0.5698,0.3534,1.0
376993.517,6958901.59,272.108,2.5,PCC_0042,136.95,0.6086,0.2044,R5_muy_alta,Bht,1.0,3299,4.809,0.5698,0.3588,1.0
376993.517,6958901.59,274.608,2.5,PCC_0042,137.48,0.6231,0.1861,R5_muy_alta,Bht,1.0,2975,5.05,0.5698,0.3266,1.0
376993.517,6958901.59,277.108,2.5,PCC_0042,138.21,0.6557,0.1525,R5_muy_alta,Bht,1.0,1307,5.492,0.5698,0.2677,1.0
376993.517,6958901.59,279.608,2.5,PCC_0042,136.73,0.4891,0.1085,R5_muy_alta,Bht,1.0,253,6.072,0.5698,0.1904,1.0
376993.517,6958901.59,282.108,2.5,PCC_0042,140.49,0.6325,0.0424,R5_muy_alta,Bht,1.0,54,6.942,0.5698,0.0744,1.0
376993.517,6958901.59,284.608,2.5,PCC_0042,145.76,1.1874,0.0313,R5_muy_alta,Bht,1.0,46,7.088,0.5698,0.055,1.0
376993.517,6958901.59,287.108,2.5,PCC_0042,147.92,1.0332,0.018,R5_muy_alta,Bht,1.0,78,7.263,0.5698,0.0316,1.0
376993.517,6958901.59,289.608,2.5,PCC_0042,151.76,0.7184,0.0205,R5_muy_alta,Bht,1.0,32,7.23,0.5698,0.0361,1.0
376993.517,6958901.59,292.108,2.5,PCC_0042,131.68,0.3409,0.0,R5_muy_alta,::PCC_0042:FChavito,,19,7.776,0.5,0.0,1.0
376993.517,6958901.59,294.608,2.5,PCC_0042,141.18,1.3435,0.0245,R5_muy_alta,::PCC_0042:FChavito,,55,7.133,0.5,0.0489,1.0
376993.517,6958901.59,297.108,2.5,PCC_0042,146.31,1.9538,0.0108,R5_muy_alta,::PCC_0042:FChavito,,36,7.339,0.5,0.0215,1.0
376993.517,6958901.59,299.608,2.5,PCC_0042,143.26,1.1684,0.0086,R5_muy_alta,,,90,7.372,0.5,0.0171,1.0
376993.517,6958901.59,302.108,2.5,PCC_0042,151.36,1.1132,0.0582,R5_muy_alta,,,174,6.627,0.5,0.1164,1.0
376993.517,6958901.59,304.608,2.5,PCC_0042,157.85,1.1165,0.0663,R5_muy_alta,,,84,6.505,0.5,0.1326,1.0
376993.517,6958904.09,267.108,2.5,PCC_0042,137.92,0.9809,0.1896,R5_muy_alta,Bht,1.0,35,5.005,0.5698,0.3327,1.0
376993.517,6958904.09,269.608,2.5,PCC_0042,136.88,0.6803,0.3159,R5_muy_alta,Bht,1.0,1651,3.342,0.5698,0.5544,1.0
376993.517,6958904.09,272.108,2.5,PCC_0042,137.66,0.6156,0.3242,R5_muy_alta,Bht,1.0,3473,3.232,0.5698,0.569,1.0
376993.517,6958904.09,274.608,2.5,PCC_0042,138.08,0.6654,0.2903,R5_muy_alta,Bht,1.0,2928,3.679,0.5698,0.5095,1.0
376993.517,6958904.09,277.108,2.5,PCC_0042,138.56,0.7162,0.2548,R5_muy_alta,Bht,1.0,1258,4.146,0.5698,0.4472,1.0
376993.517,6958904.09,279.608,2.5,PCC_0042,136.63,0.4684,0.1677,R5_muy_alta,Bht,1.0,242,5.293,0.5698,0.2942,1.0
376993.517,6958904.09,282.108,2.5,PCC_0042,140.37,0.6397,0.057,R5_muy_alta,Bht,1.0,55,6.75,0.5698,0.1,1.0
376993.517,6958904.09,284.608,2.5,PCC_0042,144.51,1.3674,0.0326,R5_muy_alta,Bht,1.0,38,7.07,0.5698,0.0573,1.0
376993.517,6958904.09,287.108,2.5,PCC_0042,145.39,1.2098,0.0193,R5_muy_alta,Bht,1.0,56,7.246,0.5698,0.0339,1.0
376993.517,6958904.09,289.608,2.5,PCC_0042,148.6,0.7401,0.0134,R5_muy_alta,Bht,1.0,18,7.324,0.5698,0.0235,1.0
376993.517,6958904.09,294.608,2.5,PCC_0042,147.69,1.9353,0.0166,R5_muy_alta,::PCC_0042:FChavito,,32,7.252,0.5,0.0331,1.0
376993.517,6958904.09,297.108,2.5,PCC_0042,147.79,2.0323,0.0031,R5_muy_alta,::PCC_0042:FChavito,,32,7.454,0.5,0.0061,1.0
376993.517,6958904.09,299.608,2.5,PCC_0042,145.31,0.9866,0.0,R5_muy_alta,,,37,7.654,0.5,0.0,1.0
376993.517,6958904.09,302.108,2.5,PCC_0042,154.79,1.0475,0.0452,R5_muy_alta,,,121,6.823,0.5,0.0903,1.0
376993.517,6958904.09,304.608,2.5,PCC_0042,157.86,1.1165,0.053,R5_muy_alta,,,84,6.704,0.5,0.1061,1.0
376993.517,6958906.59,267.108,2.5,PCC_0042,139.91,1.1313,0.1722,R5_muy_alta,Bht,1.0,35,5.233,0.5698,0.3023,1.0
